team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.917,0.059,0.022,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.048,0.464,0.258,0.132,0.071,0.018,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.019,0.206,0.324,0.247,0.131,0.05,0.017,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.014,0.206,0.258,0.297,0.147,0.049,0.023,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.002,0.058,0.111,0.184,0.31,0.177,0.108,0.042,0.005,0.003,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.005,0.014,0.062,0.136,0.284,0.234,0.177,0.064,0.018,0.005,0.001,0.0,0.0,0.0
ORL,0.0,0.002,0.01,0.047,0.125,0.235,0.25,0.207,0.094,0.02,0.01,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.002,0.028,0.077,0.164,0.266,0.297,0.12,0.036,0.01,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.001,0.001,0.003,0.015,0.053,0.131,0.343,0.262,0.141,0.05,0.0,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.005,0.009,0.039,0.123,0.269,0.341,0.21,0.004,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.0,0.003,0.032,0.085,0.223,0.297,0.265,0.095,0.0,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.027,0.095,0.227,0.627,0.013,0.001,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.637,0.247,0.104
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.244,0.455,0.295
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.297,0.601
