team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DEN,0.353,0.25,0.184,0.138,0.051,0.014,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.245,0.238,0.224,0.17,0.083,0.029,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.22,0.252,0.23,0.167,0.076,0.038,0.011,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.167,0.206,0.22,0.213,0.108,0.059,0.014,0.009,0.003,0.001,0.0,0.0,0.0,0.0,0.0
PHO,0.008,0.024,0.052,0.099,0.22,0.209,0.165,0.116,0.056,0.032,0.015,0.003,0.001,0.0,0.0
SAC,0.004,0.016,0.044,0.1,0.181,0.228,0.177,0.1,0.077,0.043,0.02,0.01,0.0,0.0,0.0
NOP,0.003,0.014,0.033,0.086,0.178,0.208,0.181,0.145,0.093,0.034,0.014,0.011,0.0,0.0,0.0
DAL,0.0,0.0,0.008,0.014,0.042,0.09,0.139,0.174,0.187,0.136,0.125,0.062,0.023,0.0,0.0
LAL,0.0,0.0,0.003,0.004,0.025,0.058,0.106,0.141,0.157,0.175,0.188,0.112,0.031,0.0,0.0
GSW,0.0,0.0,0.001,0.006,0.019,0.04,0.106,0.133,0.163,0.188,0.164,0.132,0.048,0.0,0.0
HOU,0.0,0.0,0.001,0.003,0.014,0.013,0.046,0.091,0.144,0.18,0.2,0.218,0.088,0.002,0.0
UTA,0.0,0.0,0.0,0.0,0.003,0.014,0.039,0.081,0.103,0.183,0.213,0.258,0.104,0.002,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.014,0.027,0.061,0.188,0.636,0.071,0.001
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.067,0.823,0.103
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.102,0.896
