team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.887,0.098,0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.673,0.218,0.074,0.023,0.006,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.183,0.395,0.26,0.091,0.036,0.019,0.01,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.115,0.251,0.295,0.154,0.085,0.05,0.021,0.009,0.01,0.003,0.007,0.0,0.0,0.0,0.0
PHI,0.098,0.622,0.19,0.061,0.018,0.009,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.019,0.065,0.164,0.241,0.166,0.102,0.071,0.085,0.038,0.029,0.018,0.002,0.0,0.0,0.0
MIL,0.014,0.222,0.43,0.187,0.073,0.047,0.02,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
DAL,0.003,0.017,0.036,0.075,0.104,0.127,0.14,0.113,0.148,0.107,0.098,0.029,0.003,0.0,0.0
PHO,0.003,0.005,0.013,0.061,0.072,0.112,0.117,0.123,0.148,0.165,0.142,0.035,0.004,0.0,0.0
HOU,0.002,0.011,0.034,0.071,0.107,0.115,0.133,0.147,0.137,0.119,0.105,0.019,0.0,0.0,0.0
ORL,0.001,0.021,0.125,0.245,0.182,0.172,0.135,0.073,0.032,0.012,0.002,0.0,0.0,0.0,0.0
SAC,0.001,0.014,0.054,0.098,0.13,0.14,0.124,0.117,0.106,0.111,0.086,0.019,0.0,0.0,0.0
LAL,0.001,0.014,0.033,0.083,0.123,0.12,0.139,0.117,0.116,0.118,0.11,0.025,0.001,0.0,0.0
CLE,0.0,0.012,0.077,0.17,0.207,0.18,0.154,0.112,0.056,0.022,0.007,0.003,0.0,0.0,0.0
MIA,0.0,0.012,0.068,0.135,0.213,0.186,0.196,0.116,0.042,0.02,0.01,0.002,0.0,0.0,0.0
NYK,0.0,0.01,0.076,0.141,0.185,0.183,0.172,0.131,0.052,0.028,0.017,0.005,0.0,0.0,0.0
NOP,0.0,0.008,0.021,0.053,0.105,0.126,0.11,0.12,0.146,0.141,0.128,0.038,0.004,0.0,0.0
IND,0.0,0.003,0.021,0.05,0.095,0.152,0.162,0.215,0.16,0.079,0.044,0.019,0.0,0.0,0.0
GSW,0.0,0.002,0.016,0.05,0.064,0.084,0.128,0.147,0.132,0.149,0.161,0.06,0.007,0.0,0.0
BRK,0.0,0.0,0.0,0.005,0.017,0.035,0.062,0.14,0.242,0.203,0.182,0.111,0.003,0.0,0.0
ATL,0.0,0.0,0.0,0.003,0.009,0.019,0.053,0.1,0.19,0.25,0.204,0.166,0.006,0.0,0.0
TOR,0.0,0.0,0.0,0.001,0.0,0.012,0.022,0.045,0.118,0.202,0.26,0.331,0.009,0.0,0.0
UTA,0.0,0.0,0.0,0.0,0.002,0.001,0.005,0.017,0.018,0.053,0.124,0.58,0.187,0.01,0.003
CHI,0.0,0.0,0.0,0.0,0.001,0.005,0.023,0.061,0.107,0.183,0.271,0.332,0.014,0.003,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.021,0.184,0.644,0.132,0.014
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.027,0.748,0.177,0.044
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.122,0.606,0.267
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.028,0.252,0.716
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.136,0.474,0.388
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.084,0.346,0.568
