team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.0,0.576,0.324,0.072,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.0,0.361,0.47,0.123,0.03,0.013,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.0,0.034,0.091,0.315,0.242,0.158,0.121,0.037,0.002,0.0,0.0,0.0,0.0,0.0,0.0
ORL,0.0,0.026,0.075,0.287,0.276,0.189,0.109,0.033,0.005,0.0,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.002,0.015,0.071,0.163,0.229,0.26,0.223,0.036,0.001,0.0,0.0,0.0,0.0,0.0
MIA,0.0,0.001,0.012,0.059,0.127,0.185,0.229,0.344,0.041,0.002,0.0,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.013,0.073,0.141,0.213,0.259,0.259,0.041,0.001,0.0,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0,0.001,0.005,0.021,0.099,0.751,0.115,0.008,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.108,0.694,0.188,0.007,0.0,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.181,0.701,0.102,0.0,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.103,0.885,0.006,0.0,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.928,0.061,0.005
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.601,0.352
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.338,0.643
