team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.512,0.232,0.153,0.064,0.029,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.18,0.271,0.249,0.156,0.09,0.028,0.02,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.149,0.235,0.215,0.217,0.116,0.033,0.02,0.011,0.004,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.146,0.206,0.234,0.219,0.122,0.041,0.024,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0
NOP,0.007,0.032,0.057,0.12,0.183,0.213,0.161,0.118,0.069,0.034,0.006,0.0,0.0,0.0,0.0
PHO,0.004,0.016,0.059,0.112,0.198,0.195,0.155,0.146,0.08,0.031,0.004,0.0,0.0,0.0,0.0
SAC,0.002,0.005,0.011,0.047,0.111,0.184,0.203,0.17,0.15,0.094,0.022,0.001,0.0,0.0,0.0
DAL,0.0,0.003,0.016,0.043,0.1,0.161,0.189,0.184,0.176,0.096,0.024,0.008,0.0,0.0,0.0
GSW,0.0,0.0,0.005,0.012,0.029,0.068,0.116,0.185,0.211,0.266,0.078,0.028,0.002,0.0,0.0
LAL,0.0,0.0,0.001,0.01,0.022,0.066,0.104,0.16,0.254,0.305,0.064,0.014,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.008,0.027,0.079,0.381,0.407,0.089,0.001,0.0
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.027,0.091,0.388,0.398,0.089,0.0,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.033,0.143,0.785,0.035,0.0
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.034,0.86,0.105
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.104,0.895
