team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.966,0.032,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.029,0.697,0.174,0.071,0.015,0.01,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.003,0.169,0.422,0.219,0.089,0.056,0.03,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.001,0.046,0.182,0.251,0.216,0.142,0.103,0.054,0.004,0.001,0.0,0.0,0.0,0.0,0.0
PHI,0.001,0.042,0.132,0.219,0.222,0.17,0.135,0.067,0.011,0.001,0.0,0.0,0.0,0.0,0.0
ORL,0.0,0.007,0.049,0.084,0.163,0.209,0.206,0.206,0.059,0.017,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.005,0.022,0.081,0.144,0.204,0.235,0.222,0.08,0.006,0.001,0.0,0.0,0.0,0.0
MIA,0.0,0.002,0.016,0.074,0.144,0.193,0.233,0.259,0.068,0.01,0.001,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.001,0.001,0.006,0.015,0.046,0.13,0.479,0.229,0.087,0.006,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.001,0.001,0.009,0.04,0.22,0.423,0.254,0.052,0.0,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.071,0.251,0.457,0.21,0.002,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.062,0.198,0.707,0.025,0.0,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.024,0.803,0.151,0.02
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.11,0.436,0.453
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.413,0.527
