team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.566,0.271,0.093,0.03,0.024,0.01,0.003,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0
DEN,0.424,0.261,0.138,0.078,0.041,0.027,0.015,0.009,0.003,0.002,0.002,0.0,0.0,0.0,0.0
PHI,0.346,0.391,0.137,0.067,0.029,0.015,0.007,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0
MIN,0.331,0.235,0.184,0.095,0.064,0.039,0.028,0.01,0.007,0.005,0.001,0.001,0.0,0.0,0.0
GSW,0.113,0.172,0.205,0.168,0.114,0.085,0.058,0.042,0.021,0.014,0.005,0.001,0.002,0.0,0.0
DAL,0.066,0.122,0.144,0.166,0.163,0.1,0.083,0.057,0.047,0.036,0.014,0.002,0.0,0.0,0.0
NYK,0.026,0.074,0.145,0.175,0.124,0.091,0.11,0.088,0.071,0.046,0.024,0.018,0.006,0.002,0.0
ATL,0.025,0.088,0.176,0.141,0.145,0.126,0.081,0.07,0.057,0.039,0.033,0.009,0.009,0.001,0.0
MIL,0.023,0.075,0.133,0.155,0.135,0.116,0.113,0.084,0.053,0.044,0.037,0.021,0.007,0.004,0.0
PHO,0.023,0.065,0.098,0.11,0.132,0.143,0.122,0.11,0.077,0.064,0.032,0.018,0.004,0.002,0.0
LAC,0.018,0.07,0.082,0.116,0.146,0.13,0.11,0.108,0.086,0.065,0.044,0.017,0.007,0.001,0.0
OKC,0.011,0.023,0.048,0.093,0.086,0.12,0.16,0.126,0.102,0.094,0.075,0.041,0.015,0.005,0.001
HOU,0.005,0.011,0.033,0.067,0.073,0.103,0.106,0.125,0.125,0.134,0.101,0.069,0.021,0.017,0.01
IND,0.004,0.025,0.075,0.111,0.109,0.13,0.123,0.123,0.101,0.088,0.062,0.028,0.014,0.005,0.002
SAC,0.004,0.021,0.023,0.039,0.061,0.096,0.096,0.119,0.151,0.134,0.109,0.068,0.048,0.025,0.006
LAL,0.004,0.015,0.037,0.033,0.066,0.084,0.098,0.135,0.139,0.124,0.122,0.077,0.035,0.025,0.006
CLE,0.003,0.023,0.079,0.098,0.111,0.097,0.113,0.114,0.116,0.105,0.073,0.04,0.019,0.007,0.002
MIA,0.003,0.019,0.056,0.06,0.091,0.091,0.105,0.084,0.112,0.108,0.104,0.103,0.043,0.016,0.005
ORL,0.003,0.013,0.045,0.059,0.086,0.103,0.112,0.111,0.105,0.126,0.114,0.08,0.03,0.011,0.002
TOR,0.001,0.011,0.039,0.045,0.074,0.104,0.111,0.131,0.126,0.133,0.117,0.057,0.029,0.015,0.007
NOP,0.001,0.005,0.008,0.031,0.043,0.054,0.09,0.108,0.123,0.146,0.147,0.117,0.078,0.032,0.017
BRK,0.0,0.01,0.022,0.05,0.058,0.085,0.08,0.114,0.14,0.13,0.137,0.102,0.052,0.014,0.006
CHI,0.0,0.0,0.0,0.007,0.01,0.019,0.025,0.031,0.061,0.082,0.105,0.2,0.198,0.155,0.107
POR,0.0,0.0,0.0,0.002,0.006,0.004,0.015,0.015,0.039,0.058,0.114,0.144,0.169,0.237,0.197
CHO,0.0,0.0,0.0,0.001,0.002,0.006,0.009,0.024,0.03,0.041,0.098,0.148,0.238,0.247,0.156
DET,0.0,0.0,0.0,0.001,0.002,0.005,0.006,0.015,0.021,0.042,0.075,0.137,0.236,0.266,0.194
UTA,0.0,0.0,0.0,0.001,0.001,0.005,0.005,0.012,0.019,0.049,0.084,0.175,0.236,0.223,0.19
SAS,0.0,0.0,0.0,0.001,0.0,0.004,0.002,0.002,0.007,0.023,0.035,0.077,0.153,0.242,0.454
MEM,0.0,0.0,0.0,0.0,0.004,0.006,0.012,0.022,0.054,0.052,0.115,0.193,0.232,0.191,0.119
WAS,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.005,0.005,0.014,0.02,0.057,0.119,0.257,0.519
