team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.598,0.242,0.113,0.028,0.012,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.232,0.347,0.234,0.116,0.042,0.016,0.006,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.132,0.271,0.305,0.153,0.056,0.039,0.022,0.008,0.01,0.003,0.0,0.001,0.0,0.0,0.0
LAC,0.033,0.079,0.156,0.244,0.161,0.102,0.084,0.055,0.043,0.03,0.013,0.0,0.0,0.0,0.0
SAC,0.002,0.018,0.055,0.122,0.156,0.125,0.128,0.13,0.096,0.094,0.058,0.016,0.0,0.0,0.0
PHO,0.001,0.012,0.032,0.066,0.106,0.112,0.13,0.127,0.151,0.133,0.096,0.034,0.0,0.0,0.0
DAL,0.001,0.007,0.025,0.073,0.103,0.134,0.135,0.128,0.117,0.126,0.112,0.037,0.002,0.0,0.0
LAL,0.001,0.006,0.028,0.046,0.094,0.099,0.125,0.128,0.145,0.135,0.126,0.061,0.006,0.0,0.0
HOU,0.0,0.009,0.031,0.068,0.111,0.15,0.133,0.142,0.132,0.114,0.074,0.034,0.002,0.0,0.0
NOP,0.0,0.008,0.017,0.059,0.103,0.129,0.135,0.139,0.135,0.121,0.119,0.031,0.004,0.0,0.0
GSW,0.0,0.001,0.004,0.023,0.053,0.083,0.095,0.116,0.121,0.175,0.219,0.096,0.014,0.0,0.0
UTA,0.0,0.0,0.0,0.002,0.003,0.005,0.005,0.022,0.044,0.067,0.17,0.59,0.089,0.003,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.013,0.095,0.76,0.111,0.014
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.094,0.637,0.264
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.249,0.722
