team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DEN,0.452,0.227,0.124,0.076,0.051,0.034,0.018,0.007,0.006,0.003,0.001,0.0,0.001,0.0,0.0
MIN,0.146,0.157,0.167,0.126,0.133,0.086,0.071,0.046,0.036,0.013,0.013,0.006,0.0,0.0,0.0
GSW,0.145,0.153,0.164,0.151,0.134,0.097,0.053,0.041,0.028,0.017,0.011,0.003,0.002,0.001,0.0
DAL,0.096,0.148,0.134,0.134,0.13,0.103,0.069,0.076,0.052,0.026,0.013,0.012,0.006,0.001,0.0
LAC,0.063,0.106,0.136,0.125,0.138,0.121,0.093,0.083,0.041,0.041,0.035,0.009,0.005,0.003,0.001
PHO,0.058,0.106,0.109,0.137,0.108,0.128,0.114,0.093,0.068,0.035,0.023,0.012,0.008,0.001,0.0
OKC,0.017,0.038,0.063,0.085,0.088,0.096,0.131,0.121,0.115,0.095,0.076,0.039,0.024,0.007,0.005
LAL,0.015,0.026,0.035,0.061,0.067,0.083,0.121,0.123,0.135,0.098,0.096,0.065,0.046,0.02,0.009
NOP,0.004,0.017,0.035,0.049,0.06,0.084,0.1,0.107,0.137,0.128,0.115,0.076,0.049,0.03,0.009
HOU,0.002,0.008,0.014,0.018,0.027,0.061,0.075,0.102,0.102,0.144,0.128,0.124,0.089,0.064,0.042
SAC,0.001,0.011,0.015,0.032,0.041,0.06,0.091,0.102,0.115,0.138,0.12,0.116,0.074,0.052,0.032
POR,0.001,0.0,0.0,0.001,0.004,0.008,0.01,0.017,0.043,0.054,0.094,0.125,0.171,0.237,0.235
MEM,0.0,0.003,0.003,0.003,0.014,0.026,0.036,0.05,0.069,0.12,0.126,0.174,0.154,0.133,0.089
UTA,0.0,0.0,0.001,0.001,0.004,0.011,0.01,0.026,0.033,0.051,0.078,0.13,0.182,0.238,0.235
SAS,0.0,0.0,0.0,0.001,0.001,0.002,0.008,0.006,0.02,0.037,0.071,0.109,0.189,0.213,0.343
