team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DEN,0.437,0.262,0.127,0.083,0.04,0.022,0.013,0.005,0.005,0.003,0.002,0.001,0.0,0.0,0.0
MIN,0.333,0.268,0.165,0.085,0.066,0.036,0.023,0.013,0.007,0.004,0.0,0.0,0.0,0.0,0.0
DAL,0.074,0.12,0.161,0.147,0.117,0.123,0.092,0.062,0.046,0.022,0.02,0.01,0.005,0.001,0.0
GSW,0.072,0.132,0.163,0.172,0.125,0.12,0.079,0.066,0.029,0.02,0.018,0.003,0.0,0.001,0.0
LAC,0.032,0.074,0.118,0.133,0.137,0.112,0.119,0.098,0.064,0.058,0.032,0.016,0.005,0.001,0.001
PHO,0.03,0.069,0.104,0.125,0.132,0.137,0.13,0.094,0.072,0.054,0.027,0.018,0.007,0.001,0.0
OKC,0.009,0.028,0.063,0.087,0.113,0.115,0.117,0.129,0.115,0.101,0.069,0.037,0.013,0.004,0.0
HOU,0.004,0.017,0.033,0.06,0.08,0.094,0.123,0.138,0.129,0.118,0.088,0.072,0.027,0.013,0.004
SAC,0.004,0.012,0.03,0.036,0.068,0.086,0.103,0.113,0.143,0.138,0.118,0.083,0.031,0.025,0.01
LAL,0.003,0.014,0.027,0.042,0.061,0.069,0.108,0.118,0.147,0.149,0.117,0.067,0.051,0.023,0.004
NOP,0.002,0.004,0.009,0.023,0.053,0.07,0.062,0.111,0.135,0.144,0.159,0.108,0.07,0.032,0.018
POR,0.0,0.0,0.0,0.005,0.003,0.004,0.01,0.016,0.037,0.044,0.085,0.144,0.219,0.21,0.223
MEM,0.0,0.0,0.0,0.002,0.003,0.007,0.014,0.023,0.036,0.073,0.107,0.205,0.22,0.186,0.124
UTA,0.0,0.0,0.0,0.0,0.002,0.002,0.004,0.013,0.028,0.052,0.116,0.17,0.216,0.218,0.179
SAS,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.001,0.007,0.02,0.042,0.066,0.136,0.285,0.437
