team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.961,0.038,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.036,0.722,0.159,0.052,0.018,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.002,0.127,0.377,0.237,0.136,0.071,0.033,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.001,0.054,0.219,0.259,0.183,0.141,0.089,0.047,0.007,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.0,0.045,0.149,0.188,0.226,0.187,0.126,0.059,0.019,0.001,0.0,0.0,0.0,0.0,0.0
MIA,0.0,0.007,0.041,0.083,0.119,0.183,0.243,0.25,0.062,0.012,0.0,0.0,0.0,0.0,0.0
ORL,0.0,0.004,0.038,0.102,0.166,0.182,0.211,0.216,0.068,0.009,0.004,0.0,0.0,0.0,0.0
IND,0.0,0.003,0.016,0.077,0.145,0.195,0.231,0.235,0.079,0.018,0.001,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.002,0.007,0.028,0.05,0.142,0.479,0.223,0.06,0.009,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.0,0.002,0.013,0.027,0.221,0.449,0.242,0.045,0.001,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.008,0.056,0.233,0.464,0.232,0.005,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.055,0.225,0.687,0.024,0.001,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.024,0.801,0.145,0.026
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.107,0.478,0.412
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.376,0.562
