team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DEN,0.318,0.264,0.205,0.135,0.051,0.016,0.008,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.306,0.24,0.231,0.136,0.053,0.027,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.213,0.252,0.226,0.175,0.08,0.041,0.006,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.14,0.195,0.205,0.244,0.13,0.052,0.018,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0
PHO,0.013,0.024,0.054,0.121,0.256,0.214,0.171,0.075,0.048,0.015,0.008,0.001,0.0,0.0,0.0
NOP,0.005,0.013,0.038,0.086,0.186,0.223,0.183,0.137,0.075,0.03,0.012,0.012,0.0,0.0,0.0
SAC,0.005,0.011,0.038,0.08,0.166,0.207,0.198,0.132,0.078,0.05,0.02,0.012,0.003,0.0,0.0
DAL,0.0,0.001,0.002,0.019,0.04,0.101,0.158,0.205,0.172,0.14,0.082,0.06,0.02,0.0,0.0
UTA,0.0,0.0,0.001,0.001,0.005,0.017,0.06,0.091,0.129,0.16,0.225,0.211,0.098,0.002,0.0
GSW,0.0,0.0,0.0,0.003,0.01,0.048,0.072,0.122,0.157,0.17,0.168,0.145,0.101,0.004,0.0
LAL,0.0,0.0,0.0,0.0,0.013,0.03,0.064,0.127,0.174,0.229,0.165,0.125,0.073,0.0,0.0
HOU,0.0,0.0,0.0,0.0,0.01,0.023,0.049,0.08,0.126,0.154,0.202,0.224,0.125,0.007,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.01,0.035,0.052,0.118,0.203,0.533,0.037,0.004
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.045,0.849,0.099
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.101,0.897
