team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.666,0.179,0.07,0.035,0.019,0.015,0.009,0.004,0.002,0.0,0.001,0.0,0.0,0.0,0.0
DEN,0.152,0.276,0.213,0.109,0.091,0.067,0.04,0.026,0.01,0.011,0.004,0.001,0.0,0.0,0.0
OKC,0.083,0.176,0.168,0.121,0.118,0.098,0.081,0.061,0.04,0.029,0.02,0.005,0.0,0.0,0.0
LAL,0.025,0.08,0.095,0.13,0.115,0.132,0.104,0.101,0.083,0.071,0.06,0.003,0.001,0.0,0.0
PHO,0.02,0.067,0.084,0.118,0.124,0.103,0.105,0.117,0.098,0.095,0.06,0.009,0.0,0.0,0.0
SAC,0.014,0.037,0.075,0.083,0.105,0.103,0.11,0.132,0.12,0.104,0.094,0.022,0.001,0.0,0.0
DAL,0.013,0.041,0.071,0.093,0.089,0.114,0.132,0.111,0.12,0.112,0.087,0.013,0.003,0.001,0.0
HOU,0.012,0.06,0.083,0.118,0.13,0.108,0.111,0.101,0.094,0.099,0.074,0.009,0.001,0.0,0.0
LAC,0.012,0.051,0.083,0.098,0.111,0.109,0.125,0.114,0.118,0.096,0.068,0.012,0.003,0.0,0.0
GSW,0.003,0.014,0.028,0.047,0.04,0.082,0.1,0.126,0.142,0.178,0.189,0.042,0.008,0.001,0.0
NOP,0.0,0.019,0.03,0.048,0.057,0.069,0.078,0.101,0.152,0.163,0.221,0.057,0.005,0.0,0.0
MEM,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.006,0.005,0.026,0.218,0.461,0.205,0.077
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.015,0.034,0.089,0.514,0.225,0.081,0.032
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.063,0.174,0.389,0.366
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.032,0.118,0.323,0.525
