team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.658,0.22,0.074,0.028,0.01,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.262,0.429,0.186,0.066,0.034,0.012,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.048,0.172,0.241,0.164,0.129,0.073,0.061,0.049,0.037,0.016,0.008,0.002,0.0,0.0,0.0
LAC,0.016,0.072,0.147,0.195,0.145,0.135,0.098,0.064,0.058,0.039,0.026,0.005,0.0,0.0,0.0
HOU,0.005,0.031,0.101,0.133,0.141,0.144,0.122,0.105,0.103,0.064,0.04,0.011,0.0,0.0,0.0
SAC,0.004,0.02,0.055,0.108,0.106,0.162,0.103,0.122,0.115,0.105,0.079,0.021,0.0,0.0,0.0
DAL,0.003,0.015,0.071,0.086,0.116,0.114,0.134,0.118,0.117,0.115,0.087,0.023,0.001,0.0,0.0
GSW,0.002,0.006,0.028,0.062,0.074,0.094,0.127,0.154,0.139,0.153,0.112,0.047,0.002,0.0,0.0
LAL,0.001,0.012,0.044,0.052,0.11,0.084,0.128,0.123,0.13,0.134,0.155,0.026,0.001,0.0,0.0
PHO,0.001,0.005,0.012,0.044,0.051,0.074,0.095,0.107,0.139,0.18,0.216,0.068,0.008,0.0,0.0
NOP,0.0,0.018,0.041,0.061,0.084,0.096,0.116,0.145,0.139,0.134,0.123,0.039,0.004,0.0,0.0
UTA,0.0,0.0,0.0,0.001,0.0,0.005,0.004,0.009,0.021,0.049,0.132,0.547,0.214,0.017,0.001
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.011,0.021,0.2,0.624,0.116,0.024
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.08,0.511,0.401
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.066,0.356,0.574
