team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.49,0.301,0.208,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.335,0.337,0.327,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.175,0.362,0.455,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.0,0.829,0.135,0.028,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.0,0.144,0.616,0.167,0.056,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.0,0.016,0.132,0.343,0.248,0.159,0.079,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORL,0.0,0.011,0.076,0.268,0.274,0.215,0.117,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.03,0.112,0.221,0.266,0.255,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIA,0.0,0.0,0.011,0.069,0.153,0.233,0.304,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAC,0.0,0.0,0.01,0.733,0.161,0.071,0.017,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,0.0,0.0,0.0,0.14,0.382,0.268,0.133,0.05,0.026,0.001,0.0,0.0,0.0,0.0,0.0
NOP,0.0,0.0,0.0,0.077,0.283,0.285,0.181,0.107,0.055,0.012,0.0,0.0,0.0,0.0,0.0
PHO,0.0,0.0,0.0,0.033,0.089,0.183,0.262,0.241,0.153,0.039,0.0,0.0,0.0,0.0,0.0
PHI,0.0,0.0,0.0,0.013,0.04,0.111,0.244,0.59,0.002,0.0,0.0,0.0,0.0,0.0,0.0
SAC,0.0,0.0,0.0,0.007,0.078,0.14,0.264,0.257,0.194,0.06,0.0,0.0,0.0,0.0,0.0
LAL,0.0,0.0,0.0,0.0,0.007,0.047,0.119,0.235,0.351,0.233,0.008,0.0,0.0,0.0,0.0
GSW,0.0,0.0,0.0,0.0,0.0,0.006,0.024,0.102,0.216,0.598,0.054,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.676,0.322,0.0,0.0,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.678,0.0,0.0,0.0,0.0,0.0
HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.057,0.938,0.0,0.0,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0.0
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954,0.046,0.0,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.954,0.0,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.977,0.022,0.0
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.798,0.182
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.18,0.818
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.252
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.748
