team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.696,0.196,0.074,0.024,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.23,0.444,0.164,0.089,0.039,0.021,0.005,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0
OKC,0.041,0.172,0.215,0.217,0.112,0.097,0.048,0.037,0.031,0.016,0.013,0.001,0.0,0.0,0.0
LAC,0.019,0.077,0.169,0.149,0.161,0.129,0.083,0.087,0.054,0.039,0.028,0.005,0.0,0.0,0.0
HOU,0.005,0.043,0.111,0.131,0.124,0.149,0.118,0.092,0.076,0.09,0.046,0.015,0.0,0.0,0.0
SAC,0.004,0.021,0.074,0.09,0.109,0.107,0.125,0.113,0.122,0.12,0.092,0.022,0.001,0.0,0.0
DAL,0.002,0.01,0.045,0.065,0.104,0.124,0.128,0.122,0.111,0.127,0.134,0.027,0.001,0.0,0.0
NOP,0.001,0.012,0.031,0.054,0.09,0.097,0.126,0.143,0.152,0.137,0.126,0.03,0.001,0.0,0.0
LAL,0.001,0.011,0.051,0.069,0.084,0.1,0.131,0.128,0.147,0.128,0.116,0.03,0.004,0.0,0.0
GSW,0.001,0.009,0.036,0.056,0.097,0.096,0.117,0.131,0.147,0.138,0.135,0.034,0.003,0.0,0.0
PHO,0.0,0.005,0.03,0.055,0.069,0.078,0.112,0.131,0.141,0.159,0.168,0.05,0.002,0.0,0.0
UTA,0.0,0.0,0.0,0.001,0.003,0.001,0.006,0.012,0.015,0.04,0.128,0.6,0.181,0.012,0.001
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.014,0.175,0.67,0.117,0.018
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.085,0.483,0.425
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.052,0.388,0.556
