team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MIN,0.626,0.241,0.081,0.032,0.015,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.264,0.411,0.204,0.071,0.029,0.013,0.005,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.076,0.212,0.328,0.183,0.075,0.057,0.034,0.013,0.013,0.006,0.003,0.0,0.0,0.0,0.0
LAC,0.022,0.064,0.146,0.234,0.16,0.124,0.074,0.065,0.06,0.03,0.019,0.002,0.0,0.0,0.0
GSW,0.006,0.007,0.035,0.054,0.081,0.113,0.107,0.117,0.139,0.157,0.135,0.043,0.006,0.0,0.0
DAL,0.003,0.013,0.051,0.071,0.132,0.119,0.141,0.107,0.126,0.106,0.107,0.022,0.002,0.0,0.0
HOU,0.001,0.013,0.055,0.098,0.126,0.141,0.141,0.136,0.103,0.099,0.063,0.021,0.003,0.0,0.0
PHO,0.001,0.012,0.022,0.062,0.094,0.098,0.105,0.133,0.14,0.136,0.152,0.042,0.003,0.0,0.0
LAL,0.001,0.004,0.042,0.07,0.11,0.117,0.119,0.144,0.126,0.127,0.109,0.027,0.004,0.0,0.0
SAC,0.0,0.019,0.027,0.079,0.11,0.118,0.129,0.139,0.117,0.105,0.121,0.034,0.002,0.0,0.0
NOP,0.0,0.004,0.008,0.046,0.067,0.095,0.129,0.131,0.146,0.163,0.153,0.056,0.002,0.0,0.0
UTA,0.0,0.0,0.001,0.0,0.001,0.002,0.015,0.008,0.027,0.067,0.116,0.529,0.226,0.007,0.001
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.004,0.022,0.217,0.651,0.089,0.011
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.081,0.625,0.289
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.02,0.279,0.699
