team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.766,0.149,0.049,0.017,0.013,0.004,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.115,0.279,0.162,0.129,0.09,0.064,0.054,0.033,0.038,0.02,0.008,0.004,0.003,0.001,0.0
ATL,0.028,0.126,0.168,0.143,0.116,0.111,0.086,0.055,0.055,0.046,0.028,0.02,0.013,0.004,0.001
NYK,0.028,0.124,0.116,0.136,0.148,0.107,0.083,0.062,0.067,0.051,0.041,0.016,0.012,0.005,0.004
MIL,0.022,0.092,0.108,0.126,0.112,0.095,0.096,0.075,0.079,0.049,0.058,0.04,0.026,0.016,0.006
ORL,0.011,0.053,0.083,0.084,0.098,0.08,0.106,0.111,0.091,0.077,0.08,0.05,0.04,0.024,0.012
CLE,0.01,0.061,0.106,0.105,0.096,0.125,0.102,0.11,0.071,0.065,0.06,0.046,0.021,0.015,0.007
BRK,0.008,0.051,0.071,0.08,0.09,0.105,0.097,0.092,0.083,0.1,0.077,0.06,0.05,0.029,0.007
MIA,0.005,0.016,0.03,0.04,0.056,0.069,0.086,0.102,0.096,0.107,0.11,0.099,0.089,0.073,0.022
TOR,0.004,0.017,0.033,0.045,0.059,0.075,0.09,0.103,0.109,0.107,0.102,0.102,0.079,0.057,0.018
IND,0.002,0.019,0.043,0.054,0.058,0.071,0.075,0.085,0.094,0.116,0.106,0.1,0.082,0.061,0.034
DET,0.001,0.007,0.017,0.018,0.029,0.04,0.053,0.074,0.088,0.104,0.116,0.145,0.15,0.092,0.066
CHI,0.0,0.004,0.009,0.01,0.022,0.025,0.038,0.045,0.063,0.072,0.099,0.141,0.168,0.185,0.119
CHO,0.0,0.002,0.004,0.011,0.007,0.023,0.026,0.041,0.048,0.061,0.084,0.116,0.159,0.211,0.207
WAS,0.0,0.0,0.001,0.002,0.006,0.006,0.008,0.011,0.017,0.025,0.031,0.061,0.108,0.227,0.497
