team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.346,22.654,0.263,0.394,0.561,0.788,1.0
OKC,56.216,23.784,0.198,0.338,0.536,0.758,0.998
DAL,48.028,31.972,0.066,0.138,0.296,0.538,0.91
NYK,47.376,32.624,0.059,0.125,0.267,0.539,0.963
MIL,43.308,36.692,0.043,0.098,0.213,0.445,0.856
IND,42.622,37.378,0.043,0.088,0.198,0.416,0.857
DEN,45.322,34.678,0.041,0.09,0.178,0.394,0.763
CLE,51.49,28.51,0.038,0.09,0.253,0.563,0.994
MIN,42.013,37.987,0.037,0.07,0.146,0.294,0.578
ORL,47.362,32.638,0.034,0.092,0.233,0.5,0.965
MEM,44.844,35.156,0.027,0.074,0.154,0.341,0.748
GSW,45.938,34.062,0.027,0.066,0.146,0.334,0.784
PHO,42.956,37.044,0.025,0.059,0.126,0.288,0.622
MIA,41.567,38.433,0.022,0.054,0.12,0.305,0.768
HOU,46.045,33.955,0.017,0.063,0.136,0.371,0.813
LAL,42.749,37.251,0.017,0.041,0.111,0.254,0.624
PHI,34.474,45.526,0.013,0.027,0.061,0.125,0.328
SAC,40.393,39.607,0.012,0.029,0.073,0.17,0.407
LAC,40.87,39.13,0.005,0.017,0.06,0.157,0.456
CHI,34.692,45.308,0.005,0.015,0.034,0.091,0.303
ATL,34.787,45.213,0.003,0.007,0.02,0.092,0.327
SAS,37.564,42.436,0.002,0.012,0.031,0.084,0.243
DET,32.725,47.275,0.001,0.005,0.012,0.034,0.189
CHO,29.951,50.049,0.001,0.002,0.007,0.026,0.107
NOP,30.449,49.551,0.001,0.002,0.004,0.008,0.031
TOR,29.321,50.679,0.0,0.002,0.01,0.024,0.104
BRK,33.635,46.365,0.0,0.001,0.011,0.051,0.237
POR,29.261,50.739,0.0,0.001,0.002,0.005,0.018
UTA,25.65,54.35,0.0,0.0,0.001,0.004,0.005
WAS,21.046,58.954,0.0,0.0,0.0,0.001,0.002
