team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,56.128,23.872,0.25,0.406,0.577,0.776,0.998
BOS,56.015,23.985,0.244,0.392,0.58,0.788,0.999
DAL,46.655,33.345,0.066,0.141,0.275,0.479,0.848
NYK,47.618,32.382,0.058,0.136,0.296,0.568,0.937
CLE,48.94,31.06,0.048,0.105,0.242,0.523,0.954
IND,43.757,36.243,0.04,0.095,0.2,0.451,0.837
MIN,44.444,35.556,0.035,0.082,0.181,0.38,0.74
ORL,43.197,36.803,0.03,0.064,0.175,0.357,0.798
PHO,45.174,34.826,0.029,0.075,0.179,0.398,0.772
MIL,40.708,39.292,0.027,0.068,0.133,0.304,0.699
DEN,43.308,36.692,0.025,0.056,0.123,0.302,0.657
SAC,42.822,37.178,0.023,0.048,0.123,0.286,0.609
GSW,45.077,34.923,0.021,0.06,0.132,0.338,0.777
MEM,42.219,37.781,0.018,0.041,0.11,0.264,0.602
PHI,39.973,40.027,0.017,0.061,0.151,0.31,0.635
MIA,41.701,38.299,0.015,0.046,0.109,0.297,0.729
HOU,41.362,38.638,0.015,0.032,0.085,0.215,0.541
LAL,42.893,37.107,0.015,0.029,0.101,0.27,0.625
NOP,37.346,42.654,0.008,0.016,0.055,0.112,0.278
ATL,35.819,44.181,0.005,0.013,0.044,0.113,0.371
CHI,36.388,43.612,0.004,0.01,0.035,0.126,0.398
LAC,35.639,44.361,0.004,0.007,0.024,0.069,0.209
SAS,37.331,42.669,0.002,0.007,0.032,0.095,0.293
DET,31.959,48.041,0.001,0.002,0.013,0.048,0.184
CHO,31.288,48.712,0.0,0.004,0.007,0.039,0.147
TOR,29.942,50.058,0.0,0.002,0.009,0.035,0.112
WAS,27.907,52.093,0.0,0.002,0.004,0.017,0.081
BRK,30.068,49.932,0.0,0.0,0.002,0.024,0.119
POR,28.518,51.482,0.0,0.0,0.002,0.012,0.038
UTA,25.804,54.196,0.0,0.0,0.001,0.004,0.013
