team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.276,22.724,0.3,0.434,0.594,0.82,1.0
OKC,57.427,22.573,0.226,0.413,0.574,0.78,0.998
NYK,47.365,32.635,0.059,0.129,0.28,0.564,0.969
DAL,45.903,34.097,0.05,0.118,0.257,0.455,0.805
IND,44.999,35.001,0.042,0.094,0.23,0.477,0.91
CLE,52.241,27.759,0.042,0.087,0.251,0.557,0.993
MIN,44.32,35.68,0.041,0.09,0.19,0.383,0.714
MIL,42.098,37.902,0.03,0.074,0.182,0.388,0.809
ORL,44.79,35.21,0.03,0.074,0.18,0.417,0.911
PHO,45.423,34.577,0.029,0.065,0.154,0.35,0.771
PHI,37.107,42.893,0.023,0.042,0.096,0.226,0.53
DEN,46.031,33.969,0.022,0.07,0.173,0.387,0.786
GSW,47.972,32.028,0.022,0.052,0.158,0.403,0.86
SAC,44.337,35.663,0.019,0.054,0.14,0.323,0.683
MIA,40.262,39.738,0.017,0.043,0.106,0.257,0.706
HOU,43.724,36.276,0.014,0.038,0.097,0.243,0.638
MEM,43.417,36.583,0.011,0.05,0.129,0.289,0.635
LAL,42.659,37.341,0.009,0.034,0.078,0.225,0.578
SAS,37.206,42.794,0.004,0.005,0.018,0.067,0.212
LAC,37.529,42.471,0.003,0.008,0.022,0.072,0.225
ATL,34.96,45.04,0.002,0.009,0.025,0.097,0.312
CHI,35.014,44.986,0.002,0.004,0.026,0.086,0.354
NOP,32.468,47.532,0.002,0.003,0.01,0.02,0.068
TOR,26.148,53.852,0.001,0.002,0.005,0.009,0.038
DET,32.715,47.285,0.0,0.003,0.013,0.046,0.216
CHO,30.126,49.874,0.0,0.003,0.008,0.028,0.126
BRK,29.919,50.081,0.0,0.002,0.004,0.027,0.121
POR,29.015,50.985,0.0,0.0,0.0,0.003,0.025
WAS,22.899,57.101,0.0,0.0,0.0,0.001,0.005
UTA,24.65,55.35,0.0,0.0,0.0,0.0,0.002
