team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,60.801,21.199,0.276,0.439,0.596,0.817,1.0
OKC,59.32,21.68,0.267,0.428,0.603,0.803,1.0
NYK,50.008,30.992,0.071,0.142,0.309,0.621,0.984
DAL,50.476,30.524,0.069,0.147,0.326,0.612,0.946
MIN,46.753,35.247,0.043,0.11,0.227,0.471,0.84
IND,41.888,40.112,0.038,0.079,0.169,0.344,0.753
CLE,54.329,27.671,0.031,0.081,0.238,0.562,0.995
DEN,46.06,35.94,0.031,0.075,0.17,0.375,0.768
ORL,48.881,32.119,0.029,0.089,0.213,0.487,0.981
MIL,43.723,37.277,0.029,0.069,0.177,0.406,0.858
PHO,44.76,37.24,0.022,0.059,0.137,0.301,0.672
MEM,47.051,34.949,0.018,0.051,0.143,0.368,0.82
PHI,37.706,44.294,0.016,0.043,0.109,0.189,0.464
HOU,46.492,34.508,0.014,0.04,0.133,0.322,0.823
MIA,42.513,39.487,0.013,0.034,0.109,0.289,0.754
SAC,41.96,40.04,0.012,0.033,0.079,0.182,0.484
ATL,39.542,41.458,0.006,0.014,0.041,0.154,0.531
LAL,41.714,40.286,0.005,0.023,0.057,0.171,0.459
GSW,44.364,36.636,0.005,0.022,0.08,0.238,0.646
CHI,36.399,45.601,0.003,0.007,0.024,0.076,0.342
LAC,41.598,40.402,0.002,0.008,0.03,0.111,0.409
SAS,36.359,45.641,0.0,0.004,0.013,0.042,0.115
BRK,31.483,50.517,0.0,0.001,0.005,0.024,0.134
DET,32.004,49.996,0.0,0.001,0.005,0.017,0.11
TOR,29.882,52.118,0.0,0.001,0.002,0.008,0.053
CHO,28.239,53.761,0.0,0.0,0.003,0.006,0.041
NOP,29.934,52.066,0.0,0.0,0.002,0.004,0.009
POR,27.458,54.542,0.0,0.0,0.0,0.0,0.007
UTA,25.242,56.758,0.0,0.0,0.0,0.0,0.002
WAS,19.061,62.939,0.0,0.0,0.0,0.0,0.0
