team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.394,24.606,0.253,0.378,0.559,0.794,1.0
OKC,55.968,24.032,0.21,0.355,0.544,0.767,0.996
NYK,47.19,32.81,0.068,0.135,0.269,0.544,0.944
CLE,51.344,28.656,0.064,0.124,0.286,0.576,0.982
MIN,44.805,35.195,0.051,0.105,0.18,0.366,0.735
IND,45.085,34.915,0.049,0.106,0.24,0.482,0.901
DAL,45.364,34.636,0.041,0.115,0.243,0.444,0.776
PHO,46.167,33.833,0.037,0.077,0.171,0.391,0.795
DEN,45.325,34.675,0.035,0.079,0.193,0.396,0.764
ORL,44.108,35.892,0.028,0.068,0.18,0.42,0.883
MEM,44.375,35.625,0.026,0.063,0.155,0.352,0.691
GSW,47.109,32.891,0.022,0.057,0.154,0.371,0.832
PHI,37.756,42.244,0.019,0.049,0.111,0.251,0.554
HOU,43.066,36.934,0.018,0.044,0.099,0.233,0.607
MIA,40.367,39.633,0.018,0.041,0.105,0.258,0.702
MIL,40.72,39.28,0.015,0.059,0.13,0.322,0.709
SAC,42.794,37.206,0.014,0.048,0.112,0.282,0.628
LAL,42.207,37.793,0.011,0.033,0.085,0.215,0.545
ATL,35.344,44.656,0.007,0.018,0.039,0.107,0.344
LAC,38.482,41.518,0.004,0.012,0.031,0.086,0.293
CHI,33.894,46.106,0.002,0.009,0.032,0.082,0.287
SAS,36.703,43.297,0.002,0.007,0.021,0.06,0.216
BRK,31.563,48.437,0.002,0.006,0.014,0.048,0.202
NOP,33.513,46.487,0.002,0.005,0.01,0.03,0.092
DET,33.663,46.337,0.001,0.003,0.019,0.059,0.249
CHO,30.772,49.228,0.001,0.002,0.01,0.032,0.151
TOR,27.26,52.74,0.0,0.001,0.004,0.02,0.061
WAS,24.879,55.121,0.0,0.001,0.002,0.005,0.031
POR,28.629,51.371,0.0,0.0,0.001,0.004,0.019
UTA,26.154,53.846,0.0,0.0,0.001,0.003,0.011
