team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.451,22.549,0.245,0.394,0.552,0.788,1.0
OKC,56.244,23.756,0.207,0.351,0.518,0.747,1.0
DAL,47.885,32.115,0.067,0.143,0.284,0.528,0.893
NYK,47.138,32.862,0.064,0.132,0.255,0.525,0.96
CLE,51.916,28.084,0.047,0.106,0.29,0.584,0.997
MIL,43.332,36.668,0.043,0.086,0.203,0.439,0.872
MIN,42.092,37.908,0.042,0.08,0.148,0.277,0.557
ORL,47.29,32.71,0.038,0.095,0.21,0.492,0.967
IND,42.4,37.6,0.035,0.087,0.189,0.419,0.83
PHO,42.778,37.222,0.034,0.069,0.139,0.28,0.604
MEM,45.213,34.787,0.032,0.072,0.172,0.37,0.764
DEN,45.348,34.652,0.028,0.067,0.174,0.396,0.775
GSW,45.849,34.151,0.021,0.054,0.144,0.338,0.779
HOU,45.859,34.141,0.017,0.049,0.134,0.363,0.8
SAC,40.536,39.464,0.017,0.044,0.101,0.195,0.458
LAL,42.889,37.111,0.017,0.037,0.091,0.252,0.607
PHI,34.245,45.755,0.012,0.029,0.071,0.137,0.329
MIA,41.12,38.88,0.01,0.035,0.116,0.289,0.761
LAC,40.778,39.222,0.007,0.022,0.059,0.149,0.437
BRK,34.173,45.827,0.006,0.007,0.02,0.073,0.293
ATL,35.012,44.988,0.003,0.012,0.031,0.089,0.331
SAS,38.009,41.991,0.003,0.01,0.028,0.09,0.272
CHI,34.51,45.49,0.002,0.01,0.036,0.086,0.3
NOP,30.123,49.877,0.002,0.002,0.005,0.007,0.02
DET,32.041,47.959,0.001,0.003,0.012,0.033,0.165
CHO,30.134,49.866,0.0,0.002,0.009,0.026,0.104
TOR,29.221,50.779,0.0,0.002,0.006,0.018,0.088
POR,29.364,50.636,0.0,0.0,0.002,0.007,0.027
UTA,25.857,54.143,0.0,0.0,0.001,0.001,0.007
WAS,21.193,58.807,0.0,0.0,0.0,0.002,0.003
