team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.168,24.832,0.204,0.326,0.501,0.743,1.0
OKC,55.441,24.559,0.162,0.286,0.436,0.717,0.994
NYK,47.253,32.747,0.058,0.124,0.252,0.519,0.925
DAL,45.695,34.305,0.058,0.115,0.234,0.44,0.798
MIN,44.828,35.172,0.054,0.106,0.228,0.406,0.76
CLE,48.401,31.599,0.051,0.114,0.256,0.512,0.961
IND,43.807,36.193,0.049,0.107,0.216,0.447,0.835
DEN,42.068,37.932,0.041,0.07,0.145,0.282,0.573
ORL,43.862,36.138,0.038,0.091,0.199,0.396,0.832
SAC,43.754,36.246,0.036,0.077,0.158,0.335,0.682
GSW,44.284,35.716,0.033,0.062,0.136,0.323,0.741
PHO,44.578,35.422,0.032,0.073,0.154,0.364,0.756
MIL,41.008,38.992,0.029,0.065,0.154,0.345,0.701
LAL,42.832,37.168,0.028,0.057,0.128,0.278,0.63
HOU,41.781,38.219,0.024,0.044,0.108,0.243,0.564
PHI,41.327,38.673,0.023,0.062,0.149,0.327,0.703
MEM,40.942,39.058,0.021,0.049,0.11,0.242,0.521
MIA,39.738,40.262,0.012,0.044,0.098,0.261,0.617
NOP,38.71,41.29,0.012,0.03,0.082,0.169,0.387
CHI,36.596,43.404,0.011,0.022,0.054,0.145,0.415
ATL,34.454,45.546,0.005,0.016,0.05,0.112,0.309
LAC,36.763,43.237,0.005,0.013,0.032,0.08,0.252
SAS,36.674,43.326,0.004,0.015,0.041,0.095,0.274
TOR,29.626,50.374,0.004,0.006,0.012,0.027,0.115
WAS,29.553,50.447,0.003,0.007,0.021,0.046,0.116
CHO,32.533,47.467,0.001,0.006,0.013,0.052,0.204
BRK,31.882,48.118,0.001,0.005,0.015,0.039,0.158
DET,30.258,49.742,0.001,0.005,0.01,0.029,0.109
UTA,26.936,53.064,0.0,0.002,0.004,0.01,0.023
POR,29.248,50.752,0.0,0.001,0.004,0.016,0.045
