team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.283,22.717,0.27,0.424,0.603,0.816,1.0
OKC,59.57,22.43,0.191,0.342,0.546,0.774,0.999
DAL,51.25,30.75,0.074,0.145,0.287,0.551,0.963
MIN,46.884,35.116,0.066,0.131,0.238,0.451,0.827
NYK,49.349,32.651,0.065,0.138,0.282,0.554,0.982
CLE,54.339,27.661,0.043,0.094,0.275,0.581,0.997
DEN,47.292,34.708,0.038,0.089,0.195,0.416,0.837
MEM,48.344,33.656,0.031,0.073,0.169,0.409,0.872
MIL,45.695,36.305,0.029,0.081,0.189,0.426,0.915
IND,41.74,40.26,0.028,0.067,0.137,0.308,0.738
ORL,47.702,34.298,0.025,0.072,0.209,0.491,0.961
PHO,44.345,37.655,0.025,0.047,0.12,0.288,0.657
MIA,43.458,38.542,0.021,0.048,0.127,0.322,0.791
GSW,44.596,37.404,0.021,0.048,0.112,0.247,0.653
PHI,37.932,44.068,0.021,0.045,0.082,0.172,0.445
HOU,47.62,34.38,0.02,0.049,0.149,0.358,0.84
SAC,41.728,40.272,0.013,0.034,0.079,0.188,0.439
LAL,42.111,39.889,0.007,0.021,0.057,0.163,0.454
ATL,39.33,42.67,0.005,0.015,0.049,0.156,0.505
LAC,40.931,41.069,0.003,0.015,0.033,0.11,0.328
CHI,37.133,44.867,0.002,0.012,0.035,0.113,0.388
SAS,37.423,44.577,0.001,0.005,0.014,0.042,0.126
TOR,29.089,52.911,0.001,0.002,0.004,0.01,0.037
DET,33.783,48.217,0.0,0.001,0.004,0.034,0.149
BRK,30.536,51.464,0.0,0.001,0.002,0.014,0.069
POR,27.331,54.669,0.0,0.001,0.001,0.003,0.004
CHO,27.939,54.061,0.0,0.0,0.002,0.003,0.023
NOP,28.793,53.207,0.0,0.0,0.0,0.0,0.001
UTA,23.795,58.205,0.0,0.0,0.0,0.0,0.0
WAS,20.679,61.321,0.0,0.0,0.0,0.0,0.0
