team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.671,23.329,0.286,0.442,0.618,0.822,1.0
OKC,56.916,23.084,0.206,0.355,0.535,0.77,0.999
NYK,46.718,33.282,0.068,0.133,0.272,0.558,0.95
DAL,45.105,34.895,0.054,0.119,0.241,0.425,0.758
MIN,44.497,35.503,0.045,0.101,0.2,0.392,0.718
IND,43.553,36.447,0.041,0.096,0.222,0.458,0.877
CLE,52.437,27.563,0.04,0.097,0.276,0.594,0.998
MEM,43.32,36.68,0.027,0.065,0.145,0.317,0.627
ORL,45.071,34.929,0.027,0.057,0.166,0.437,0.916
MIL,40.622,39.378,0.025,0.065,0.148,0.34,0.742
PHO,45.096,34.904,0.025,0.062,0.152,0.32,0.751
DEN,44.16,35.84,0.025,0.062,0.139,0.324,0.671
SAC,43.38,36.62,0.024,0.058,0.127,0.305,0.646
GSW,47.809,32.191,0.021,0.068,0.161,0.382,0.881
HOU,44.557,35.443,0.019,0.04,0.118,0.316,0.717
PHI,36.659,43.341,0.019,0.033,0.081,0.182,0.473
MIA,41.214,38.786,0.017,0.044,0.107,0.274,0.744
LAL,44.137,35.863,0.015,0.048,0.112,0.273,0.7
NOP,33.301,46.699,0.006,0.01,0.014,0.035,0.091
CHI,34.603,45.397,0.003,0.01,0.026,0.093,0.32
DET,33.284,46.716,0.002,0.006,0.012,0.04,0.201
LAC,37.101,42.899,0.002,0.005,0.025,0.073,0.228
POR,29.456,50.544,0.002,0.002,0.004,0.005,0.033
ATL,36.176,43.824,0.001,0.011,0.04,0.121,0.399
SAS,35.629,44.371,0.0,0.005,0.026,0.061,0.171
CHO,31.534,48.466,0.0,0.005,0.017,0.037,0.154
BRK,30.789,49.211,0.0,0.001,0.008,0.032,0.161
TOR,26.811,53.189,0.0,0.0,0.005,0.008,0.051
WAS,23.007,56.993,0.0,0.0,0.002,0.004,0.014
UTA,26.387,53.613,0.0,0.0,0.001,0.002,0.009
