team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.221,23.779,0.336,0.489,0.641,0.834,1.0
OKC,56.73,23.27,0.27,0.465,0.619,0.818,0.998
MIN,47.066,32.934,0.057,0.132,0.269,0.478,0.841
NYK,47.147,32.853,0.055,0.123,0.295,0.591,0.951
DAL,46.345,33.655,0.049,0.113,0.264,0.472,0.831
IND,44.034,35.966,0.046,0.097,0.237,0.486,0.885
CLE,50.944,29.056,0.032,0.101,0.261,0.557,0.989
MIL,40.439,39.561,0.023,0.043,0.14,0.318,0.713
DEN,45.265,34.735,0.021,0.057,0.163,0.376,0.751
ORL,42.363,37.637,0.018,0.055,0.153,0.384,0.816
PHO,46.259,33.741,0.017,0.059,0.158,0.369,0.805
PHI,38.304,41.696,0.017,0.048,0.106,0.238,0.589
MEM,42.777,37.223,0.012,0.043,0.105,0.267,0.622
LAL,41.629,38.371,0.012,0.026,0.08,0.207,0.51
SAC,43.534,36.466,0.009,0.041,0.118,0.289,0.653
GSW,46.191,33.809,0.007,0.029,0.099,0.332,0.78
HOU,42.302,37.698,0.007,0.02,0.063,0.214,0.554
MIA,39.697,40.303,0.005,0.022,0.078,0.249,0.678
ATL,35.039,44.961,0.002,0.008,0.029,0.109,0.346
LAC,38.045,41.955,0.002,0.005,0.023,0.076,0.27
NOP,34.09,45.91,0.001,0.005,0.014,0.037,0.124
CHI,33.467,46.533,0.001,0.004,0.018,0.067,0.27
CHO,32.495,47.505,0.001,0.003,0.012,0.049,0.22
SAS,36.919,43.081,0.0,0.003,0.022,0.056,0.222
BRK,30.809,49.191,0.0,0.003,0.012,0.038,0.167
DET,33.256,46.744,0.0,0.003,0.009,0.047,0.225
TOR,29.117,50.883,0.0,0.001,0.005,0.022,0.105
UTA,25.525,54.475,0.0,0.001,0.002,0.004,0.012
POR,28.428,51.572,0.0,0.001,0.001,0.005,0.027
WAS,25.563,54.437,0.0,0.0,0.004,0.011,0.046
