team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.663,23.337,0.308,0.455,0.628,0.82,0.999
OKC,56.277,23.723,0.238,0.404,0.559,0.788,0.999
MIN,44.872,35.128,0.057,0.122,0.222,0.417,0.769
NYK,47.571,32.429,0.054,0.111,0.266,0.532,0.935
DAL,47.624,32.376,0.053,0.113,0.264,0.517,0.873
IND,44.305,35.695,0.044,0.098,0.225,0.456,0.86
CLE,48.923,31.077,0.036,0.082,0.228,0.505,0.956
DEN,43.018,36.982,0.027,0.068,0.161,0.335,0.648
MIL,42.812,37.188,0.024,0.063,0.152,0.397,0.802
PHO,44.719,35.281,0.023,0.063,0.157,0.373,0.754
ORL,44.9,35.1,0.021,0.067,0.173,0.418,0.863
SAC,43.854,36.146,0.019,0.056,0.142,0.317,0.709
PHI,41.079,38.921,0.016,0.059,0.133,0.324,0.7
MEM,39.744,40.256,0.014,0.035,0.09,0.186,0.449
GSW,44.998,35.002,0.013,0.048,0.144,0.326,0.756
LAL,42.821,37.179,0.013,0.03,0.074,0.244,0.647
MIA,39.934,40.066,0.011,0.039,0.092,0.231,0.621
HOU,40.82,39.18,0.011,0.032,0.087,0.218,0.525
NOP,38.442,41.558,0.008,0.015,0.053,0.13,0.346
LAC,36.807,43.193,0.003,0.012,0.028,0.08,0.259
CHI,37.521,42.479,0.003,0.01,0.042,0.115,0.44
ATL,34.16,45.84,0.001,0.008,0.025,0.079,0.266
SAS,34.308,45.692,0.001,0.001,0.015,0.052,0.194
TOR,28.514,51.486,0.001,0.001,0.005,0.021,0.089
POR,29.482,50.518,0.001,0.001,0.003,0.013,0.05
DET,30.959,49.041,0.0,0.004,0.008,0.026,0.139
BRK,29.351,50.649,0.0,0.001,0.01,0.025,0.098
CHO,31.663,48.337,0.0,0.001,0.009,0.041,0.162
WAS,27.387,52.613,0.0,0.001,0.004,0.01,0.07
UTA,26.472,53.528,0.0,0.0,0.001,0.004,0.022
