team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.668,23.332,0.251,0.403,0.599,0.8,1.0
OKC,58.653,23.347,0.212,0.363,0.54,0.773,1.0
DAL,51.008,30.992,0.076,0.16,0.312,0.575,0.965
NYK,48.947,33.053,0.064,0.132,0.257,0.554,0.968
MIN,46.822,35.178,0.052,0.107,0.208,0.427,0.831
CLE,53.872,28.128,0.045,0.121,0.297,0.583,0.995
ORL,47.432,34.568,0.042,0.096,0.214,0.491,0.946
MIL,45.602,36.398,0.036,0.071,0.159,0.417,0.891
DEN,46.183,35.817,0.033,0.086,0.202,0.374,0.766
IND,41.943,40.057,0.033,0.062,0.145,0.334,0.72
MEM,47.868,34.132,0.03,0.081,0.188,0.417,0.873
PHO,43.968,38.032,0.025,0.055,0.125,0.283,0.632
HOU,46.99,35.01,0.017,0.044,0.129,0.35,0.806
MIA,44.398,37.602,0.016,0.041,0.117,0.328,0.834
SAC,42.28,39.72,0.016,0.04,0.092,0.222,0.502
PHI,37.54,44.46,0.014,0.031,0.083,0.164,0.428
GSW,44.39,37.61,0.014,0.029,0.1,0.254,0.66
ATL,39.584,42.416,0.006,0.021,0.061,0.159,0.564
LAL,41.71,40.29,0.005,0.023,0.066,0.173,0.443
CHI,36.586,45.414,0.004,0.01,0.036,0.095,0.336
LAC,40.317,41.683,0.003,0.004,0.022,0.105,0.331
SAS,37.547,44.453,0.002,0.008,0.015,0.042,0.177
BRK,31.823,50.177,0.002,0.007,0.015,0.033,0.103
DET,33.138,48.862,0.001,0.004,0.015,0.032,0.136
CHO,29.123,52.877,0.001,0.001,0.001,0.002,0.029
TOR,29.891,52.109,0.0,0.0,0.001,0.008,0.05
NOP,28.644,53.356,0.0,0.0,0.001,0.002,0.007
POR,28.028,53.972,0.0,0.0,0.0,0.003,0.006
UTA,25.704,56.296,0.0,0.0,0.0,0.0,0.001
WAS,21.341,60.659,0.0,0.0,0.0,0.0,0.0
