team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.856,21.144,0.268,0.449,0.614,0.827,1.0
OKC,57.983,22.017,0.216,0.376,0.536,0.766,1.0
DAL,48.942,31.058,0.079,0.169,0.317,0.569,0.945
CLE,51.478,28.522,0.065,0.108,0.273,0.568,0.998
NYK,48.192,31.808,0.062,0.134,0.294,0.592,0.975
MIN,43.012,36.988,0.049,0.093,0.194,0.349,0.629
IND,41.829,38.171,0.032,0.062,0.171,0.392,0.807
ORL,48.833,31.167,0.031,0.083,0.211,0.497,0.983
MIL,43.455,36.545,0.029,0.065,0.172,0.398,0.875
DEN,45.706,34.294,0.025,0.074,0.185,0.403,0.789
GSW,45.393,34.607,0.021,0.055,0.132,0.343,0.762
MEM,45.467,34.533,0.021,0.052,0.15,0.351,0.781
PHO,43.584,36.416,0.018,0.051,0.13,0.293,0.677
HOU,46.74,33.26,0.016,0.044,0.132,0.365,0.851
MIA,41.93,38.07,0.015,0.041,0.119,0.322,0.792
SAC,39.871,40.129,0.014,0.037,0.077,0.174,0.368
LAL,42.38,37.62,0.014,0.025,0.076,0.217,0.572
PHI,35.456,44.544,0.011,0.031,0.061,0.129,0.377
CHI,34.031,45.969,0.004,0.01,0.025,0.076,0.28
SAS,37.504,42.496,0.004,0.008,0.024,0.057,0.218
LAC,40.242,39.758,0.003,0.016,0.046,0.108,0.384
ATL,36.619,43.381,0.002,0.01,0.034,0.125,0.442
TOR,28.405,51.595,0.001,0.002,0.003,0.009,0.065
DET,32.366,47.634,0.0,0.003,0.013,0.029,0.158
BRK,31.819,48.181,0.0,0.001,0.008,0.026,0.172
CHO,28.45,51.55,0.0,0.001,0.002,0.01,0.074
POR,29.411,50.589,0.0,0.0,0.001,0.004,0.014
NOP,29.256,50.744,0.0,0.0,0.0,0.001,0.008
UTA,23.536,56.464,0.0,0.0,0.0,0.0,0.002
WAS,19.254,60.746,0.0,0.0,0.0,0.0,0.002
