team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.029,23.971,0.308,0.488,0.647,0.841,0.996
OKC,53.163,26.837,0.223,0.374,0.569,0.747,0.973
DAL,47.226,32.774,0.078,0.149,0.269,0.508,0.85
MIN,45.053,34.947,0.058,0.118,0.23,0.458,0.764
NYK,45.005,34.995,0.043,0.097,0.23,0.478,0.858
IND,47.05,32.95,0.042,0.096,0.225,0.506,0.915
MIL,46.407,33.593,0.034,0.07,0.198,0.436,0.891
ORL,46.054,33.946,0.032,0.076,0.197,0.447,0.881
CLE,45.433,34.567,0.027,0.068,0.194,0.431,0.864
PHO,43.854,36.146,0.024,0.066,0.162,0.331,0.673
DEN,43.805,36.195,0.023,0.064,0.165,0.335,0.695
PHI,43.059,36.941,0.019,0.062,0.146,0.359,0.775
GSW,43.896,36.104,0.016,0.045,0.107,0.283,0.686
SAC,43.34,36.66,0.014,0.036,0.112,0.302,0.673
MEM,43.265,36.735,0.012,0.042,0.12,0.287,0.659
HOU,39.184,40.816,0.012,0.029,0.081,0.187,0.41
LAL,42.591,37.409,0.011,0.034,0.084,0.249,0.618
NOP,40.474,39.526,0.01,0.027,0.063,0.179,0.486
MIA,39.361,40.639,0.008,0.021,0.08,0.208,0.571
ATL,37.153,42.847,0.003,0.011,0.036,0.109,0.419
CHI,34.633,45.367,0.002,0.008,0.028,0.084,0.292
SAS,36.205,43.795,0.001,0.01,0.02,0.072,0.265
LAC,33.955,46.045,0.0,0.004,0.014,0.041,0.165
UTA,29.675,50.325,0.0,0.002,0.003,0.015,0.049
CHO,32.487,47.513,0.0,0.001,0.008,0.036,0.168
TOR,28.743,51.257,0.0,0.001,0.006,0.016,0.081
BRK,27.223,52.777,0.0,0.001,0.003,0.013,0.064
DET,30.731,49.269,0.0,0.0,0.002,0.021,0.136
POR,27.093,52.907,0.0,0.0,0.001,0.006,0.034
WAS,27.853,52.147,0.0,0.0,0.0,0.015,0.089
