team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.123,22.877,0.266,0.416,0.594,0.827,1.0
OKC,59.174,22.826,0.245,0.411,0.571,0.786,1.0
DAL,50.516,31.484,0.07,0.153,0.315,0.57,0.947
NYK,48.062,33.938,0.06,0.128,0.278,0.546,0.957
CLE,53.755,28.245,0.044,0.102,0.282,0.553,0.994
MIN,46.131,35.869,0.041,0.085,0.193,0.405,0.79
ORL,48.505,33.495,0.041,0.084,0.187,0.494,0.969
MIL,45.302,36.698,0.04,0.082,0.181,0.426,0.905
DEN,45.694,36.306,0.028,0.066,0.16,0.358,0.745
MEM,48.539,33.461,0.027,0.064,0.168,0.423,0.881
IND,40.367,41.633,0.022,0.059,0.126,0.282,0.668
PHI,38.333,43.667,0.02,0.043,0.097,0.201,0.496
MIA,44.36,37.64,0.019,0.051,0.149,0.355,0.839
HOU,47.537,34.463,0.017,0.057,0.137,0.344,0.834
PHO,43.449,38.551,0.014,0.043,0.124,0.267,0.582
SAC,42.704,39.296,0.013,0.038,0.101,0.219,0.535
GSW,45.404,36.596,0.011,0.048,0.111,0.293,0.725
LAC,40.965,41.035,0.007,0.015,0.039,0.121,0.356
ATL,39.828,42.172,0.005,0.018,0.057,0.166,0.529
CHI,36.009,45.991,0.005,0.01,0.031,0.083,0.291
LAL,41.444,40.556,0.004,0.016,0.065,0.167,0.432
TOR,29.128,52.872,0.001,0.002,0.004,0.016,0.052
SAS,37.524,44.476,0.0,0.002,0.012,0.042,0.158
DET,33.257,48.743,0.0,0.002,0.007,0.023,0.149
NOP,28.905,53.095,0.0,0.002,0.003,0.003,0.007
CHO,29.606,52.394,0.0,0.002,0.002,0.005,0.045
BRK,31.903,50.097,0.0,0.001,0.005,0.023,0.106
UTA,25.57,56.43,0.0,0.0,0.001,0.001,0.003
POR,27.793,54.207,0.0,0.0,0.0,0.001,0.005
WAS,21.113,60.887,0.0,0.0,0.0,0.0,0.0
