team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.758,23.242,0.293,0.448,0.618,0.827,1.0
OKC,54.644,25.356,0.23,0.392,0.562,0.761,0.997
DAL,46.427,33.573,0.062,0.121,0.246,0.465,0.831
NYK,47.294,32.706,0.058,0.125,0.266,0.591,0.979
MIN,45.103,34.897,0.058,0.113,0.213,0.385,0.76
CLE,52.422,27.578,0.036,0.101,0.268,0.558,0.996
IND,43.135,36.865,0.036,0.094,0.203,0.41,0.856
DEN,44.881,35.119,0.036,0.092,0.193,0.402,0.732
ORL,45.906,34.094,0.033,0.076,0.207,0.454,0.926
MIL,41.275,38.725,0.025,0.058,0.154,0.335,0.768
SAC,42.278,37.722,0.023,0.053,0.124,0.265,0.572
PHO,43.501,36.499,0.021,0.049,0.138,0.305,0.653
GSW,47.211,32.789,0.016,0.05,0.145,0.388,0.865
MEM,42.948,37.052,0.015,0.035,0.11,0.268,0.61
HOU,45.008,34.992,0.014,0.045,0.116,0.307,0.727
LAL,43.912,36.088,0.013,0.036,0.098,0.281,0.684
MIA,41.194,38.806,0.011,0.037,0.105,0.294,0.762
PHI,35.313,44.687,0.008,0.026,0.071,0.182,0.398
LAC,37.983,42.017,0.004,0.006,0.021,0.081,0.278
ATL,35.963,44.037,0.003,0.012,0.042,0.116,0.379
CHI,34.756,45.244,0.002,0.01,0.026,0.09,0.315
DET,33.993,46.007,0.001,0.004,0.014,0.054,0.246
CHO,30.871,49.129,0.001,0.002,0.007,0.036,0.131
UTA,26.35,53.65,0.001,0.001,0.001,0.002,0.007
SAS,36.773,43.227,0.0,0.005,0.023,0.068,0.208
BRK,30.878,49.122,0.0,0.004,0.013,0.034,0.155
TOR,27.796,52.204,0.0,0.002,0.005,0.017,0.08
NOP,32.342,47.658,0.0,0.001,0.008,0.02,0.048
POR,30.325,49.675,0.0,0.001,0.002,0.002,0.028
WAS,22.76,57.24,0.0,0.001,0.001,0.002,0.009
