team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.8,24.2,0.283,0.423,0.593,0.81,0.999
OKC,54.438,25.562,0.194,0.357,0.523,0.757,0.993
DAL,46.506,33.494,0.072,0.136,0.275,0.487,0.835
NYK,45.839,34.161,0.053,0.121,0.256,0.524,0.936
CLE,52.394,27.606,0.051,0.12,0.296,0.589,0.998
MIN,43.703,36.297,0.048,0.107,0.197,0.387,0.688
IND,41.69,38.31,0.035,0.086,0.176,0.407,0.792
DEN,45.352,34.648,0.034,0.077,0.183,0.38,0.762
MIL,42.26,37.74,0.031,0.066,0.178,0.376,0.814
ORL,45.747,34.253,0.03,0.08,0.195,0.49,0.931
PHO,42.555,37.445,0.03,0.059,0.142,0.305,0.61
MEM,43.89,36.11,0.027,0.055,0.132,0.305,0.686
GSW,47.207,32.793,0.021,0.054,0.164,0.404,0.852
SAC,40.188,39.812,0.02,0.041,0.085,0.192,0.428
MIA,41.497,38.503,0.016,0.047,0.112,0.291,0.784
PHI,35.381,44.619,0.014,0.039,0.1,0.181,0.4
HOU,44.715,35.285,0.012,0.05,0.134,0.323,0.73
LAL,41.897,38.103,0.008,0.027,0.066,0.185,0.543
LAC,40.839,39.161,0.007,0.02,0.055,0.152,0.454
NOP,31.853,48.147,0.004,0.005,0.011,0.019,0.051
SAS,38.571,41.429,0.002,0.01,0.029,0.091,0.304
ATL,34.477,45.523,0.002,0.009,0.031,0.111,0.323
CHI,34.635,45.365,0.002,0.003,0.027,0.087,0.343
CHO,31.797,48.203,0.002,0.002,0.004,0.034,0.17
DET,32.927,47.073,0.001,0.002,0.011,0.042,0.21
POR,31.311,48.689,0.001,0.002,0.004,0.011,0.053
TOR,29.119,50.881,0.0,0.002,0.007,0.016,0.086
BRK,31.975,48.025,0.0,0.0,0.014,0.038,0.192
WAS,23.482,56.518,0.0,0.0,0.0,0.004,0.022
UTA,27.955,52.045,0.0,0.0,0.0,0.002,0.011
