team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.02,22.98,0.281,0.42,0.571,0.785,1.0
OKC,55.671,24.329,0.217,0.374,0.542,0.758,0.998
DAL,47.585,32.415,0.062,0.134,0.273,0.528,0.905
NYK,47.8,32.2,0.058,0.135,0.293,0.572,0.975
CLE,52.773,27.227,0.047,0.104,0.254,0.558,0.996
IND,42.174,37.826,0.043,0.092,0.194,0.408,0.838
MIN,42.823,37.177,0.037,0.077,0.167,0.334,0.644
MIL,43.262,36.738,0.032,0.072,0.186,0.419,0.867
ORL,47.091,32.909,0.031,0.069,0.208,0.462,0.973
DEN,44.745,35.255,0.028,0.072,0.167,0.37,0.742
GSW,46.468,33.532,0.026,0.057,0.148,0.384,0.848
MEM,44.522,35.478,0.025,0.068,0.155,0.349,0.729
PHO,43.498,36.502,0.021,0.059,0.149,0.301,0.675
MIA,40.755,39.245,0.018,0.037,0.119,0.295,0.719
HOU,45.86,34.14,0.016,0.06,0.149,0.361,0.796
PHI,35.05,44.95,0.016,0.03,0.067,0.169,0.361
SAC,39.579,40.421,0.014,0.035,0.081,0.16,0.372
LAL,41.367,38.633,0.01,0.042,0.082,0.198,0.524
CHI,35.43,44.57,0.004,0.016,0.038,0.118,0.377
SAS,38.91,41.09,0.004,0.011,0.038,0.112,0.327
LAC,40.051,39.949,0.004,0.01,0.041,0.13,0.39
ATL,33.461,46.539,0.003,0.011,0.036,0.084,0.243
DET,32.768,47.232,0.003,0.005,0.013,0.047,0.212
BRK,32.924,47.076,0.0,0.005,0.013,0.044,0.222
CHO,31.146,48.854,0.0,0.004,0.008,0.027,0.14
NOP,31.089,48.911,0.0,0.001,0.006,0.01,0.032
POR,29.768,50.232,0.0,0.0,0.002,0.004,0.015
TOR,28.122,51.878,0.0,0.0,0.0,0.011,0.069
WAS,21.964,58.036,0.0,0.0,0.0,0.001,0.008
UTA,26.324,53.676,0.0,0.0,0.0,0.001,0.003
