team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.783,23.217,0.251,0.399,0.556,0.793,1.0
OKC,55.117,24.883,0.21,0.349,0.503,0.733,0.994
NYK,46.936,33.064,0.063,0.133,0.291,0.564,0.966
DAL,47.555,32.445,0.063,0.122,0.26,0.505,0.879
MIN,44.069,35.931,0.054,0.115,0.197,0.354,0.682
CLE,52.561,27.439,0.048,0.12,0.276,0.572,0.996
DEN,45.962,34.038,0.038,0.086,0.185,0.395,0.799
IND,41.463,38.537,0.038,0.081,0.188,0.383,0.805
MIL,42.836,37.164,0.036,0.071,0.187,0.403,0.867
ORL,46.089,33.911,0.035,0.071,0.185,0.46,0.952
MEM,43.982,36.018,0.028,0.06,0.15,0.336,0.695
HOU,44.965,35.035,0.026,0.056,0.132,0.311,0.726
PHO,43.2,36.8,0.021,0.053,0.141,0.295,0.64
GSW,47.352,32.648,0.02,0.061,0.157,0.394,0.851
PHI,35.785,44.215,0.017,0.034,0.088,0.182,0.453
SAC,41.744,38.256,0.016,0.042,0.115,0.235,0.51
LAL,42.24,37.76,0.01,0.029,0.086,0.21,0.51
MIA,40.777,39.223,0.009,0.05,0.125,0.308,0.75
LAC,39.932,40.068,0.004,0.015,0.04,0.127,0.375
SAS,38.1,41.9,0.003,0.009,0.027,0.081,0.257
ATL,34.147,45.853,0.002,0.014,0.027,0.087,0.298
CHI,34.039,45.961,0.002,0.011,0.032,0.081,0.32
DET,32.918,47.082,0.002,0.007,0.014,0.073,0.231
BRK,29.788,50.212,0.002,0.002,0.011,0.034,0.107
CHO,31.338,48.662,0.001,0.005,0.013,0.034,0.166
NOP,31.548,48.452,0.001,0.001,0.002,0.014,0.034
POR,30.363,49.637,0.0,0.002,0.004,0.008,0.041
TOR,28.963,51.037,0.0,0.001,0.005,0.024,0.082
WAS,22.425,57.575,0.0,0.001,0.002,0.002,0.007
UTA,27.023,52.977,0.0,0.0,0.001,0.002,0.007
