team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.986,24.014,0.233,0.385,0.547,0.773,1.0
OKC,57.48,23.52,0.219,0.374,0.551,0.759,0.999
NYK,48.783,32.217,0.084,0.16,0.307,0.599,0.979
DAL,49.981,31.019,0.075,0.145,0.287,0.563,0.949
MIN,45.546,36.454,0.047,0.095,0.19,0.385,0.753
CLE,53.448,28.552,0.046,0.111,0.253,0.574,0.997
IND,39.872,42.128,0.037,0.068,0.156,0.263,0.64
MIL,44.407,36.593,0.036,0.074,0.182,0.418,0.876
ORL,48.209,32.791,0.035,0.094,0.245,0.51,0.969
MEM,48.228,33.772,0.029,0.071,0.196,0.431,0.891
DEN,45.567,36.433,0.028,0.08,0.176,0.387,0.775
HOU,46.973,34.027,0.019,0.048,0.145,0.348,0.825
GSW,44.836,36.164,0.018,0.045,0.108,0.293,0.68
MIA,43.786,38.214,0.017,0.042,0.119,0.313,0.83
SAC,42.091,39.909,0.015,0.04,0.088,0.197,0.502
PHI,38.216,43.784,0.013,0.034,0.084,0.224,0.491
LAL,41.379,40.621,0.013,0.034,0.072,0.165,0.421
PHO,43.273,38.727,0.012,0.046,0.115,0.269,0.594
ATL,38.435,42.565,0.007,0.016,0.04,0.141,0.463
LAC,41.256,40.744,0.007,0.011,0.048,0.132,0.408
SAS,37.661,44.339,0.004,0.011,0.021,0.064,0.184
DET,34.127,47.873,0.002,0.006,0.011,0.033,0.177
BRK,32.563,49.437,0.002,0.002,0.012,0.034,0.136
CHI,36.08,45.92,0.001,0.006,0.034,0.092,0.321
TOR,30.045,51.955,0.001,0.002,0.006,0.018,0.065
CHO,29.78,52.22,0.0,0.0,0.004,0.008,0.056
NOP,29.981,52.019,0.0,0.0,0.003,0.005,0.009
POR,28.357,53.643,0.0,0.0,0.0,0.001,0.007
UTA,26.002,55.998,0.0,0.0,0.0,0.001,0.003
WAS,21.652,60.348,0.0,0.0,0.0,0.0,0.0
