team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.764,24.236,0.249,0.384,0.567,0.799,1.0
OKC,60.297,21.703,0.178,0.321,0.5,0.749,1.0
NYK,50.014,31.986,0.071,0.132,0.284,0.578,0.986
DAL,49.85,32.15,0.066,0.143,0.274,0.531,0.948
MIN,45.66,36.34,0.058,0.121,0.236,0.426,0.753
ORL,47.16,34.84,0.051,0.095,0.213,0.497,0.956
CLE,55.16,26.84,0.049,0.111,0.278,0.571,0.997
DEN,46.004,35.996,0.039,0.086,0.169,0.353,0.773
IND,42.637,39.363,0.036,0.077,0.176,0.355,0.765
MIL,44.738,37.262,0.035,0.078,0.166,0.388,0.879
MEM,48.914,33.086,0.029,0.09,0.224,0.466,0.914
PHI,38.171,43.829,0.024,0.041,0.082,0.189,0.446
PHO,43.717,38.283,0.021,0.054,0.118,0.275,0.609
MIA,42.947,39.053,0.017,0.044,0.125,0.289,0.768
LAL,42.695,39.305,0.017,0.033,0.076,0.194,0.518
SAC,40.772,41.228,0.015,0.04,0.078,0.165,0.379
HOU,47.478,34.522,0.013,0.044,0.137,0.366,0.838
GSW,43.511,38.489,0.009,0.038,0.102,0.237,0.591
ATL,38.906,43.094,0.009,0.02,0.047,0.145,0.457
CHI,38.846,43.154,0.007,0.012,0.041,0.13,0.478
LAC,42.328,39.672,0.005,0.023,0.065,0.173,0.473
DET,33.064,48.936,0.001,0.003,0.01,0.03,0.124
UTA,25.247,56.753,0.001,0.001,0.001,0.001,0.002
SAS,37.744,44.256,0.0,0.006,0.02,0.062,0.19
BRK,31.659,50.341,0.0,0.002,0.007,0.019,0.093
WAS,21.832,60.168,0.0,0.001,0.001,0.001,0.003
TOR,28.591,53.409,0.0,0.0,0.002,0.006,0.026
CHO,27.15,54.85,0.0,0.0,0.001,0.003,0.022
NOP,28.48,53.52,0.0,0.0,0.0,0.001,0.007
POR,28.664,53.336,0.0,0.0,0.0,0.001,0.005
