team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.766,23.234,0.292,0.434,0.587,0.798,1.0
OKC,59.055,22.945,0.238,0.386,0.531,0.77,0.998
NYK,48.398,33.602,0.068,0.133,0.291,0.559,0.964
DAL,50.246,31.754,0.057,0.14,0.301,0.544,0.941
CLE,53.844,28.156,0.042,0.099,0.297,0.571,0.999
MIN,46.14,35.86,0.038,0.105,0.214,0.412,0.768
ORL,48.373,33.627,0.037,0.083,0.203,0.501,0.963
MIL,45.314,36.686,0.034,0.073,0.159,0.426,0.891
DEN,46.506,35.494,0.033,0.085,0.18,0.391,0.8
IND,40.953,41.047,0.032,0.063,0.145,0.319,0.712
PHI,37.567,44.433,0.021,0.046,0.104,0.18,0.448
MEM,48.64,33.36,0.02,0.075,0.178,0.432,0.896
PHO,43.668,38.332,0.019,0.052,0.136,0.272,0.608
MIA,44.107,37.893,0.015,0.04,0.116,0.322,0.813
GSW,45.241,36.759,0.014,0.036,0.114,0.304,0.702
SAC,42.135,39.865,0.013,0.036,0.099,0.207,0.495
HOU,47.709,34.291,0.01,0.05,0.138,0.36,0.851
ATL,39.771,42.229,0.007,0.014,0.055,0.176,0.56
LAL,41.432,40.568,0.005,0.017,0.043,0.146,0.406
CHI,36.661,45.339,0.002,0.008,0.027,0.083,0.318
LAC,40.527,41.473,0.001,0.012,0.045,0.11,0.332
BRK,31.769,50.231,0.001,0.004,0.007,0.028,0.11
DET,33.196,48.804,0.001,0.002,0.004,0.026,0.145
SAS,38.076,43.924,0.0,0.004,0.019,0.047,0.194
NOP,29.498,52.502,0.0,0.002,0.002,0.005,0.006
TOR,29.615,52.385,0.0,0.001,0.003,0.006,0.049
CHO,28.552,53.448,0.0,0.0,0.002,0.005,0.028
POR,27.546,54.454,0.0,0.0,0.0,0.0,0.003
UTA,25.448,56.552,0.0,0.0,0.0,0.0,0.0
WAS,21.247,60.753,0.0,0.0,0.0,0.0,0.0
