team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.929,23.071,0.25,0.416,0.594,0.808,1.0
OKC,56.792,24.208,0.214,0.354,0.527,0.774,0.999
NYK,48.703,32.297,0.072,0.128,0.295,0.574,0.983
DAL,48.944,32.056,0.071,0.16,0.312,0.571,0.931
ORL,47.894,33.106,0.045,0.101,0.222,0.53,0.976
CLE,51.633,28.367,0.039,0.091,0.262,0.56,0.994
MIN,42.829,37.171,0.039,0.081,0.156,0.307,0.597
DEN,45.26,34.74,0.038,0.089,0.18,0.386,0.784
MIL,45.025,35.975,0.036,0.082,0.197,0.461,0.916
MEM,45.128,34.872,0.032,0.07,0.156,0.358,0.749
IND,39.77,40.23,0.027,0.064,0.135,0.289,0.677
GSW,45.211,35.789,0.024,0.051,0.129,0.341,0.768
PHO,44.032,35.968,0.023,0.061,0.149,0.341,0.691
SAC,39.74,40.26,0.017,0.037,0.084,0.154,0.371
PHI,36.045,43.955,0.017,0.036,0.091,0.176,0.417
HOU,46.62,34.38,0.014,0.045,0.137,0.334,0.829
MIA,40.581,39.419,0.012,0.037,0.096,0.251,0.714
LAC,41.765,38.235,0.008,0.024,0.061,0.165,0.484
LAL,41.618,38.382,0.007,0.021,0.079,0.189,0.521
CHI,35.235,44.765,0.006,0.018,0.027,0.092,0.306
SAS,38.18,41.82,0.003,0.007,0.029,0.075,0.248
DET,32.163,47.837,0.003,0.007,0.015,0.039,0.17
ATL,37.75,43.25,0.002,0.016,0.05,0.159,0.529
TOR,30.662,49.338,0.001,0.002,0.005,0.022,0.104
BRK,31.476,48.524,0.0,0.001,0.008,0.024,0.142
CHO,29.154,50.846,0.0,0.001,0.003,0.015,0.07
NOP,28.936,51.064,0.0,0.0,0.001,0.002,0.008
POR,29.282,50.718,0.0,0.0,0.0,0.003,0.018
UTA,25.217,54.783,0.0,0.0,0.0,0.0,0.002
WAS,21.426,58.574,0.0,0.0,0.0,0.0,0.002
