team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.817,24.183,0.215,0.358,0.521,0.748,0.997
OKC,54.669,25.331,0.191,0.324,0.499,0.735,0.99
NYK,45.873,34.127,0.062,0.132,0.259,0.487,0.891
DAL,47.191,32.809,0.056,0.111,0.229,0.474,0.864
MIN,44.782,35.218,0.056,0.107,0.202,0.395,0.751
CLE,47.164,32.836,0.052,0.105,0.237,0.497,0.926
PHO,44.396,35.604,0.042,0.088,0.173,0.367,0.722
MIL,42.451,37.549,0.041,0.083,0.186,0.387,0.757
IND,43.685,36.315,0.035,0.096,0.202,0.432,0.807
DEN,42.344,37.656,0.035,0.071,0.156,0.295,0.602
PHI,42.213,37.787,0.03,0.074,0.18,0.351,0.733
ORL,45.152,34.848,0.028,0.067,0.15,0.401,0.858
SAC,44.013,35.987,0.025,0.07,0.158,0.343,0.711
GSW,43.075,36.925,0.021,0.047,0.122,0.276,0.649
MEM,41.311,38.689,0.021,0.044,0.111,0.247,0.568
LAL,43.706,36.294,0.019,0.048,0.126,0.306,0.689
MIA,40.955,39.045,0.017,0.046,0.135,0.307,0.648
HOU,40.856,39.144,0.016,0.034,0.082,0.201,0.494
LAC,37.86,42.14,0.011,0.018,0.045,0.111,0.321
NOP,38.803,41.197,0.009,0.028,0.064,0.152,0.372
ATL,36.106,43.894,0.006,0.012,0.051,0.14,0.377
CHI,36.991,43.009,0.005,0.014,0.045,0.125,0.415
SAS,35.392,44.608,0.004,0.009,0.028,0.073,0.202
DET,30.03,49.97,0.002,0.003,0.005,0.027,0.122
TOR,30.237,49.763,0.001,0.001,0.008,0.022,0.114
CHO,32.488,47.512,0.0,0.006,0.014,0.045,0.203
WAS,27.525,52.475,0.0,0.002,0.005,0.018,0.066
POR,28.898,51.102,0.0,0.001,0.003,0.014,0.04
BRK,28.136,51.864,0.0,0.001,0.002,0.013,0.086
UTA,27.881,52.119,0.0,0.0,0.002,0.011,0.025
