team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.014,22.986,0.267,0.399,0.592,0.82,1.0
OKC,55.396,24.604,0.185,0.343,0.526,0.761,0.993
NYK,47.884,32.116,0.071,0.132,0.29,0.593,0.983
DAL,46.813,33.187,0.055,0.13,0.262,0.482,0.832
CLE,52.939,27.061,0.055,0.123,0.277,0.572,0.996
IND,42.471,37.529,0.052,0.105,0.217,0.432,0.834
MIN,44.878,35.122,0.048,0.112,0.212,0.38,0.73
ORL,45.244,34.756,0.032,0.068,0.173,0.437,0.935
DEN,44.96,35.04,0.03,0.084,0.182,0.36,0.736
GSW,48.124,31.876,0.026,0.058,0.149,0.387,0.883
MIL,41.937,38.063,0.026,0.057,0.164,0.377,0.809
MIA,41.181,38.819,0.024,0.042,0.108,0.294,0.765
MEM,43.604,36.396,0.022,0.056,0.134,0.293,0.658
HOU,45.476,34.524,0.02,0.046,0.13,0.346,0.762
PHO,42.926,37.074,0.019,0.051,0.122,0.287,0.605
PHI,35.485,44.515,0.019,0.042,0.076,0.17,0.405
LAL,44.344,35.656,0.014,0.045,0.108,0.28,0.699
SAC,42.321,37.679,0.013,0.047,0.106,0.254,0.558
ATL,35.134,44.866,0.005,0.01,0.031,0.097,0.365
LAC,38.756,41.244,0.004,0.013,0.033,0.084,0.274
SAS,36.922,43.078,0.004,0.01,0.025,0.059,0.188
CHI,33.545,46.455,0.003,0.009,0.033,0.082,0.275
BRK,30.622,49.378,0.003,0.003,0.01,0.03,0.145
DET,33.89,46.11,0.001,0.005,0.018,0.055,0.257
NOP,32.213,47.787,0.001,0.004,0.007,0.02,0.052
CHO,30.661,49.339,0.001,0.003,0.008,0.027,0.148
POR,29.587,50.413,0.0,0.001,0.003,0.005,0.024
TOR,27.838,52.162,0.0,0.001,0.002,0.012,0.078
WAS,22.37,57.63,0.0,0.001,0.001,0.002,0.005
UTA,25.465,54.535,0.0,0.0,0.001,0.002,0.006
