team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.095,21.905,0.25,0.392,0.571,0.791,1.0
OKC,57.758,22.242,0.206,0.355,0.536,0.778,0.998
NYK,47.919,32.081,0.067,0.14,0.286,0.555,0.957
DAL,46.346,33.654,0.064,0.132,0.27,0.494,0.82
IND,44.829,35.171,0.049,0.094,0.206,0.461,0.876
CLE,50.258,29.742,0.043,0.101,0.24,0.522,0.983
MIN,45.242,34.758,0.041,0.093,0.214,0.408,0.771
DEN,43.683,36.317,0.04,0.095,0.172,0.359,0.688
ORL,42.383,37.617,0.036,0.084,0.186,0.381,0.806
PHO,45.714,34.286,0.027,0.069,0.157,0.385,0.807
PHI,39.315,40.685,0.023,0.056,0.124,0.279,0.633
MIL,40.845,39.155,0.023,0.054,0.148,0.353,0.736
SAC,44.206,35.794,0.022,0.054,0.146,0.319,0.705
MEM,41.449,38.551,0.022,0.045,0.109,0.232,0.543
MIA,40.679,39.321,0.021,0.045,0.126,0.306,0.714
LAL,42.121,37.879,0.017,0.04,0.096,0.22,0.57
HOU,42.48,37.52,0.015,0.039,0.09,0.234,0.599
GSW,45.643,34.357,0.011,0.041,0.118,0.32,0.771
NOP,36.12,43.88,0.009,0.02,0.044,0.093,0.215
CHI,35.104,44.896,0.003,0.013,0.039,0.118,0.352
ATL,33.993,46.007,0.003,0.01,0.03,0.091,0.312
SAS,36.73,43.27,0.003,0.01,0.022,0.079,0.249
BRK,30.078,49.922,0.003,0.004,0.01,0.032,0.139
LAC,36.122,43.878,0.001,0.005,0.023,0.068,0.211
CHO,29.242,50.758,0.001,0.001,0.007,0.019,0.103
DET,33.003,46.997,0.0,0.004,0.014,0.051,0.22
TOR,29.419,50.581,0.0,0.001,0.01,0.03,0.121
WAS,25.799,54.201,0.0,0.001,0.003,0.011,0.048
POR,29.79,50.21,0.0,0.001,0.002,0.009,0.04
UTA,25.635,54.365,0.0,0.001,0.001,0.002,0.013
