team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,54.334,25.666,0.23,0.38,0.549,0.762,0.982
BOS,56.319,23.681,0.227,0.368,0.528,0.77,0.997
DAL,47.745,32.255,0.067,0.137,0.264,0.528,0.845
NYK,47.556,32.444,0.067,0.127,0.276,0.54,0.921
IND,45.762,34.238,0.061,0.125,0.249,0.48,0.871
MIN,46.169,33.831,0.046,0.109,0.239,0.471,0.805
ORL,46.153,33.847,0.035,0.072,0.188,0.439,0.893
CLE,45.697,34.303,0.034,0.076,0.194,0.432,0.87
SAC,43.75,36.25,0.034,0.07,0.139,0.305,0.666
MIL,43.99,36.01,0.03,0.072,0.185,0.412,0.816
MEM,41.511,38.489,0.027,0.051,0.103,0.229,0.553
DEN,42.21,37.79,0.025,0.052,0.125,0.281,0.606
PHI,41.698,38.302,0.023,0.073,0.161,0.334,0.709
PHO,43.835,36.165,0.02,0.056,0.145,0.317,0.678
MIA,39.591,40.409,0.017,0.043,0.086,0.226,0.586
LAL,43.316,36.684,0.012,0.037,0.104,0.264,0.643
NOP,41.503,38.497,0.012,0.028,0.077,0.182,0.541
GSW,44.949,35.051,0.01,0.041,0.133,0.329,0.737
HOU,41.032,38.968,0.01,0.027,0.075,0.196,0.518
ATL,37.374,42.626,0.005,0.025,0.056,0.146,0.418
CHI,37.301,42.699,0.005,0.013,0.051,0.118,0.432
LAC,34.065,45.935,0.001,0.007,0.019,0.053,0.16
SAS,35.067,44.933,0.001,0.004,0.024,0.071,0.211
TOR,29.483,50.517,0.001,0.002,0.006,0.015,0.09
DET,29.565,50.435,0.0,0.003,0.007,0.022,0.11
WAS,26.1,53.9,0.0,0.001,0.002,0.01,0.056
POR,26.382,53.618,0.0,0.001,0.001,0.005,0.02
CHO,32.505,47.495,0.0,0.0,0.01,0.046,0.178
UTA,28.334,51.666,0.0,0.0,0.003,0.007,0.035
BRK,26.704,53.296,0.0,0.0,0.001,0.01,0.053
