team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.751,23.249,0.296,0.434,0.613,0.825,1.0
OKC,55.501,24.499,0.202,0.366,0.551,0.773,0.998
DAL,46.857,33.143,0.077,0.153,0.271,0.485,0.837
NYK,48.119,31.881,0.066,0.138,0.285,0.595,0.974
CLE,52.786,27.214,0.052,0.111,0.295,0.595,0.997
MIN,43.901,36.099,0.033,0.087,0.196,0.369,0.688
MIL,41.847,38.153,0.033,0.076,0.155,0.361,0.792
GSW,48.09,31.91,0.03,0.073,0.165,0.404,0.89
IND,42.724,37.276,0.029,0.068,0.182,0.421,0.846
DEN,44.983,35.017,0.025,0.052,0.138,0.362,0.733
ORL,46.015,33.985,0.024,0.086,0.192,0.46,0.953
LAL,43.719,36.281,0.023,0.058,0.12,0.272,0.661
MEM,43.437,36.563,0.023,0.049,0.131,0.287,0.653
PHO,42.895,37.105,0.019,0.051,0.127,0.289,0.621
HOU,45.383,34.617,0.017,0.041,0.125,0.317,0.747
SAC,42.119,37.881,0.016,0.043,0.103,0.245,0.547
MIA,41.212,38.788,0.013,0.033,0.113,0.282,0.766
PHI,35.644,44.356,0.008,0.03,0.077,0.177,0.42
SAS,36.978,43.022,0.006,0.013,0.029,0.068,0.202
LAC,38.787,41.213,0.002,0.01,0.035,0.106,0.331
BRK,30.49,49.51,0.002,0.004,0.009,0.024,0.142
CHO,31.333,48.667,0.002,0.002,0.009,0.034,0.16
CHI,33.588,46.412,0.001,0.008,0.022,0.074,0.28
NOP,31.969,48.031,0.001,0.004,0.008,0.018,0.058
ATL,35.238,44.762,0.0,0.008,0.023,0.089,0.353
TOR,28.973,51.027,0.0,0.002,0.007,0.015,0.081
DET,33.433,46.567,0.0,0.0,0.018,0.048,0.23
POR,29.413,50.587,0.0,0.0,0.001,0.004,0.028
UTA,25.627,54.373,0.0,0.0,0.0,0.001,0.006
WAS,22.188,57.812,0.0,0.0,0.0,0.0,0.006
