team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.027,23.973,0.292,0.427,0.589,0.806,0.999
OKC,56.106,23.894,0.214,0.406,0.55,0.752,0.998
NYK,46.257,33.743,0.063,0.129,0.263,0.544,0.947
CLE,52.018,27.982,0.049,0.107,0.314,0.607,0.996
IND,44.308,35.692,0.047,0.108,0.241,0.485,0.897
MIN,44.135,35.865,0.045,0.098,0.192,0.37,0.696
DEN,45.512,34.488,0.044,0.09,0.183,0.404,0.774
DAL,44.525,35.475,0.039,0.085,0.21,0.395,0.75
GSW,47.363,32.637,0.031,0.064,0.157,0.396,0.851
ORL,44.445,35.555,0.022,0.063,0.163,0.426,0.877
PHO,45.195,34.805,0.02,0.062,0.152,0.353,0.757
MIL,41.347,38.653,0.02,0.058,0.167,0.373,0.764
MEM,43.807,36.193,0.018,0.055,0.136,0.305,0.673
PHI,37.252,42.748,0.018,0.048,0.091,0.205,0.509
HOU,43.678,36.322,0.017,0.038,0.101,0.252,0.643
LAL,42.564,37.436,0.017,0.033,0.101,0.252,0.571
MIA,39.872,40.128,0.015,0.039,0.093,0.242,0.688
SAC,43.981,36.019,0.013,0.042,0.136,0.325,0.681
SAS,37.674,42.326,0.006,0.009,0.035,0.081,0.239
CHI,35.481,44.519,0.003,0.007,0.023,0.094,0.36
LAC,38.005,41.995,0.002,0.011,0.028,0.083,0.258
ATL,34.964,45.036,0.002,0.007,0.031,0.091,0.335
NOP,32.829,47.171,0.001,0.005,0.013,0.024,0.065
DET,33.109,46.891,0.001,0.003,0.007,0.045,0.23
CHO,30.796,49.204,0.001,0.001,0.008,0.024,0.153
BRK,30.869,49.131,0.0,0.003,0.009,0.039,0.169
POR,30.14,49.86,0.0,0.002,0.006,0.008,0.032
TOR,26.86,53.14,0.0,0.0,0.001,0.017,0.059
WAS,23.895,56.105,0.0,0.0,0.0,0.002,0.017
UTA,26.986,53.014,0.0,0.0,0.0,0.0,0.012
