team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.954,24.046,0.288,0.431,0.596,0.813,1.0
OKC,57.292,23.708,0.227,0.395,0.562,0.786,1.0
NYK,48.038,32.962,0.062,0.121,0.259,0.562,0.961
DAL,49.746,31.254,0.061,0.143,0.298,0.559,0.941
MIN,45.645,36.355,0.043,0.077,0.184,0.397,0.759
ORL,48.557,32.443,0.041,0.089,0.204,0.481,0.973
MIL,43.998,37.002,0.035,0.085,0.17,0.41,0.846
CLE,53.34,28.66,0.033,0.103,0.301,0.575,0.998
DEN,45.778,36.222,0.032,0.074,0.161,0.376,0.727
IND,40.223,41.777,0.028,0.056,0.139,0.293,0.647
SAC,42.396,39.604,0.025,0.062,0.12,0.227,0.528
PHO,43.208,38.792,0.021,0.054,0.115,0.262,0.597
GSW,44.781,36.219,0.021,0.043,0.103,0.269,0.681
MEM,48.354,33.646,0.02,0.072,0.206,0.447,0.892
PHI,38.312,43.688,0.02,0.048,0.131,0.232,0.506
MIA,43.451,38.549,0.016,0.037,0.108,0.316,0.823
HOU,46.767,34.233,0.012,0.041,0.128,0.351,0.835
ATL,38.336,42.664,0.005,0.014,0.044,0.135,0.466
LAL,41.448,40.552,0.003,0.021,0.061,0.141,0.447
LAC,41.024,40.976,0.003,0.011,0.043,0.125,0.39
CHI,36.128,45.872,0.003,0.008,0.028,0.083,0.306
DET,34.08,47.92,0.001,0.004,0.008,0.039,0.201
SAS,37.444,44.556,0.0,0.007,0.018,0.057,0.18
TOR,30.958,51.042,0.0,0.002,0.005,0.017,0.074
CHO,29.679,52.321,0.0,0.002,0.004,0.012,0.05
BRK,33.168,48.832,0.0,0.0,0.003,0.032,0.148
NOP,29.71,52.29,0.0,0.0,0.001,0.003,0.015
POR,28.697,53.303,0.0,0.0,0.0,0.0,0.008
WAS,21.641,60.359,0.0,0.0,0.0,0.0,0.001
UTA,25.847,56.153,0.0,0.0,0.0,0.0,0.0
