team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,55.35,24.65,0.241,0.381,0.541,0.747,0.999
BOS,57.021,22.979,0.234,0.406,0.577,0.797,1.0
DAL,47.414,32.586,0.08,0.149,0.274,0.516,0.867
NYK,47.746,32.254,0.053,0.136,0.296,0.574,0.974
MIN,43.642,36.358,0.05,0.091,0.195,0.349,0.693
CLE,52.726,27.274,0.046,0.111,0.266,0.568,0.996
ORL,46.624,33.376,0.039,0.082,0.21,0.501,0.952
MIL,42.341,37.659,0.035,0.081,0.174,0.383,0.838
DEN,44.403,35.597,0.033,0.077,0.165,0.367,0.737
MEM,44.515,35.485,0.031,0.063,0.164,0.378,0.769
IND,41.956,38.044,0.029,0.065,0.167,0.374,0.826
PHO,42.723,37.277,0.021,0.053,0.142,0.289,0.598
HOU,45.059,34.941,0.019,0.053,0.144,0.331,0.766
GSW,46.177,33.823,0.018,0.044,0.125,0.366,0.822
MIA,41.561,38.439,0.015,0.046,0.124,0.315,0.786
PHI,35.127,44.873,0.015,0.033,0.064,0.149,0.39
SAC,39.785,40.215,0.013,0.026,0.075,0.16,0.397
LAL,42.437,37.563,0.006,0.036,0.093,0.242,0.581
SAS,38.498,41.502,0.005,0.01,0.031,0.099,0.285
CHI,34.428,45.572,0.004,0.016,0.039,0.097,0.318
LAC,40.14,39.86,0.003,0.012,0.04,0.136,0.404
ATL,33.964,46.036,0.003,0.01,0.031,0.086,0.296
DET,32.894,47.106,0.003,0.008,0.023,0.059,0.203
NOP,31.182,48.818,0.003,0.004,0.004,0.008,0.036
BRK,33.414,46.586,0.001,0.005,0.019,0.058,0.242
TOR,28.169,51.831,0.0,0.001,0.005,0.013,0.07
UTA,27.366,52.634,0.0,0.001,0.002,0.002,0.008
CHO,30.502,49.498,0.0,0.0,0.005,0.025,0.107
POR,30.123,49.877,0.0,0.0,0.005,0.01,0.038
WAS,22.713,57.287,0.0,0.0,0.0,0.001,0.002
