team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.192,23.808,0.255,0.392,0.563,0.786,1.0
OKC,55.573,24.427,0.197,0.345,0.512,0.733,0.994
DAL,45.508,34.492,0.061,0.123,0.232,0.441,0.783
NYK,46.294,33.706,0.057,0.123,0.253,0.526,0.935
CLE,51.329,28.671,0.05,0.108,0.279,0.564,0.987
IND,44.518,35.482,0.049,0.103,0.207,0.461,0.892
MIN,45.962,34.038,0.046,0.103,0.227,0.43,0.791
PHO,45.772,34.228,0.038,0.082,0.176,0.37,0.75
DEN,45.834,34.166,0.036,0.081,0.188,0.402,0.79
MIL,40.375,39.625,0.031,0.074,0.172,0.327,0.696
ORL,43.293,36.707,0.031,0.069,0.174,0.392,0.824
MIA,40.619,39.381,0.025,0.051,0.117,0.303,0.72
SAC,42.911,37.089,0.023,0.047,0.108,0.255,0.596
PHI,38.556,41.444,0.022,0.048,0.115,0.266,0.587
MEM,44.045,35.955,0.02,0.057,0.138,0.313,0.692
GSW,46.787,33.213,0.018,0.055,0.144,0.359,0.822
HOU,43.207,36.793,0.015,0.041,0.114,0.294,0.63
LAL,42.06,37.94,0.011,0.038,0.092,0.228,0.543
CHI,34.161,45.839,0.005,0.012,0.039,0.088,0.304
ATL,33.638,46.362,0.003,0.008,0.027,0.09,0.282
NOP,33.349,46.651,0.003,0.007,0.012,0.023,0.082
LAC,38.633,41.367,0.002,0.007,0.025,0.078,0.293
SAS,36.577,43.423,0.001,0.013,0.031,0.072,0.213
TOR,27.899,52.101,0.001,0.004,0.009,0.022,0.085
CHO,32.71,47.29,0.0,0.004,0.013,0.048,0.22
BRK,31.714,48.286,0.0,0.003,0.013,0.054,0.185
DET,33.36,46.64,0.0,0.001,0.019,0.067,0.255
UTA,26.503,53.497,0.0,0.001,0.001,0.001,0.01
WAS,25.153,54.847,0.0,0.0,0.0,0.006,0.028
POR,27.468,52.532,0.0,0.0,0.0,0.001,0.011
