team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.61,23.39,0.292,0.448,0.609,0.841,0.998
OKC,55.359,24.641,0.24,0.41,0.572,0.79,0.997
MIN,46.202,33.798,0.061,0.129,0.25,0.466,0.827
DAL,45.657,34.343,0.054,0.103,0.236,0.465,0.794
NYK,47.112,32.888,0.048,0.119,0.291,0.552,0.912
IND,44.108,35.892,0.034,0.093,0.204,0.429,0.833
CLE,46.819,33.181,0.032,0.082,0.213,0.457,0.919
MIL,43.097,36.903,0.029,0.07,0.152,0.36,0.786
DEN,41.508,38.492,0.027,0.058,0.129,0.268,0.569
SAC,42.187,37.813,0.027,0.056,0.125,0.286,0.61
ORL,45.316,34.684,0.025,0.065,0.181,0.414,0.862
PHI,42.15,37.85,0.024,0.066,0.158,0.368,0.766
PHO,44.031,35.969,0.02,0.064,0.149,0.337,0.717
MEM,42.432,37.568,0.018,0.049,0.125,0.298,0.615
MIA,40.393,39.607,0.013,0.038,0.096,0.251,0.627
GSW,43.537,36.463,0.013,0.033,0.105,0.277,0.678
HOU,39.818,40.182,0.013,0.033,0.069,0.177,0.461
LAL,44.004,35.996,0.013,0.032,0.132,0.29,0.673
NOP,39.49,40.51,0.006,0.024,0.063,0.156,0.426
ATL,37.06,42.94,0.004,0.008,0.045,0.129,0.429
CHI,35.786,44.214,0.002,0.007,0.021,0.084,0.354
LAC,38.035,41.965,0.002,0.006,0.029,0.107,0.321
SAS,35.622,44.378,0.001,0.003,0.016,0.068,0.217
BRK,28.608,51.392,0.001,0.002,0.006,0.027,0.087
TOR,30.145,49.855,0.001,0.001,0.011,0.03,0.123
DET,30.143,49.857,0.0,0.001,0.007,0.025,0.129
CHO,31.263,48.737,0.0,0.0,0.006,0.026,0.134
POR,29.005,50.995,0.0,0.0,0.0,0.009,0.052
WAS,25.877,54.123,0.0,0.0,0.0,0.007,0.041
UTA,28.626,51.374,0.0,0.0,0.0,0.006,0.043
