team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.965,22.035,0.228,0.386,0.574,0.804,1.0
OKC,58.993,22.007,0.224,0.371,0.543,0.774,1.0
DAL,51.217,29.783,0.082,0.169,0.329,0.61,0.969
NYK,49.009,31.991,0.071,0.15,0.263,0.561,0.97
MIN,46.869,35.131,0.056,0.104,0.228,0.44,0.834
CLE,54.893,27.107,0.039,0.106,0.265,0.547,1.0
MIL,43.988,37.012,0.038,0.073,0.178,0.394,0.85
MEM,48.191,33.809,0.035,0.081,0.194,0.441,0.885
ORL,48.969,32.031,0.032,0.092,0.232,0.518,0.971
DEN,44.695,37.305,0.032,0.058,0.134,0.313,0.683
IND,41.887,40.113,0.031,0.069,0.154,0.362,0.754
HOU,46.551,34.449,0.025,0.055,0.143,0.339,0.792
PHO,44.171,37.829,0.021,0.044,0.111,0.299,0.656
MIA,43.211,38.789,0.017,0.047,0.12,0.298,0.803
PHI,37.336,44.664,0.017,0.043,0.099,0.196,0.439
SAC,41.794,40.206,0.015,0.034,0.084,0.192,0.471
GSW,44.613,36.387,0.014,0.037,0.116,0.264,0.667
LAL,41.325,40.675,0.011,0.029,0.064,0.154,0.451
ATL,39.236,41.764,0.004,0.016,0.058,0.167,0.523
CHI,36.666,45.334,0.004,0.012,0.035,0.096,0.343
LAC,41.663,40.337,0.003,0.012,0.037,0.131,0.43
TOR,29.756,52.244,0.001,0.004,0.008,0.013,0.062
SAS,36.622,45.378,0.0,0.005,0.016,0.04,0.143
BRK,31.2,50.8,0.0,0.002,0.007,0.025,0.112
NOP,29.843,52.157,0.0,0.001,0.001,0.003,0.015
DET,33.127,48.873,0.0,0.0,0.006,0.015,0.15
CHO,27.362,54.638,0.0,0.0,0.001,0.004,0.022
POR,27.223,54.777,0.0,0.0,0.0,0.0,0.003
UTA,25.251,56.749,0.0,0.0,0.0,0.0,0.001
WAS,20.374,61.626,0.0,0.0,0.0,0.0,0.001
