team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,56.79,23.21,0.248,0.355,0.513,0.741,1.0
BOS,56.577,23.423,0.208,0.367,0.541,0.788,1.0
NYK,46.607,33.393,0.064,0.132,0.276,0.54,0.942
CLE,52.28,27.72,0.055,0.126,0.285,0.576,0.995
MIN,44.726,35.274,0.043,0.107,0.211,0.404,0.745
MIL,41.455,38.545,0.043,0.091,0.189,0.385,0.754
DEN,44.66,35.34,0.042,0.073,0.165,0.353,0.719
DAL,44.411,35.589,0.041,0.095,0.202,0.382,0.733
ORL,45.209,34.791,0.036,0.081,0.196,0.462,0.912
IND,43.399,36.601,0.035,0.092,0.203,0.43,0.859
PHO,44.744,35.256,0.034,0.072,0.162,0.371,0.737
SAC,42.905,37.095,0.027,0.063,0.129,0.293,0.617
MEM,42.864,37.136,0.027,0.055,0.139,0.287,0.614
GSW,48.162,31.838,0.022,0.064,0.172,0.379,0.888
HOU,44.368,35.632,0.019,0.044,0.12,0.306,0.71
MIA,41.322,38.678,0.016,0.039,0.113,0.28,0.749
LAL,43.273,36.727,0.013,0.046,0.114,0.276,0.627
PHI,36.404,43.596,0.008,0.031,0.084,0.187,0.464
ATL,35.973,44.027,0.006,0.021,0.039,0.11,0.385
NOP,34.259,45.741,0.004,0.009,0.023,0.047,0.112
SAS,36.705,43.295,0.004,0.009,0.022,0.063,0.212
DET,33.608,46.392,0.002,0.004,0.021,0.061,0.267
LAC,37.286,42.714,0.001,0.008,0.026,0.086,0.238
CHI,34.506,45.494,0.001,0.008,0.025,0.09,0.321
CHO,30.737,49.263,0.001,0.006,0.015,0.048,0.152
BRK,30.604,49.396,0.0,0.002,0.012,0.034,0.144
POR,30.034,49.966,0.0,0.0,0.002,0.01,0.041
TOR,26.474,53.526,0.0,0.0,0.001,0.006,0.044
WAS,23.315,56.685,0.0,0.0,0.0,0.003,0.012
UTA,26.343,53.657,0.0,0.0,0.0,0.002,0.007
