team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.687,23.313,0.22,0.358,0.552,0.776,1.0
OKC,55.999,24.001,0.182,0.336,0.499,0.752,0.998
IND,44.118,35.882,0.069,0.121,0.238,0.475,0.902
NYK,47.16,32.84,0.066,0.138,0.281,0.524,0.956
DAL,46.152,33.848,0.056,0.123,0.235,0.437,0.82
MIN,45.003,34.997,0.047,0.107,0.191,0.386,0.721
CLE,52.931,27.069,0.042,0.095,0.241,0.525,0.995
ORL,45.407,34.593,0.041,0.081,0.191,0.442,0.929
DEN,44.101,35.899,0.038,0.082,0.175,0.338,0.674
MIL,40.888,39.112,0.038,0.08,0.17,0.382,0.756
HOU,45.417,34.583,0.032,0.058,0.143,0.33,0.736
MEM,43.776,36.224,0.029,0.052,0.121,0.304,0.645
PHO,44.633,35.367,0.027,0.079,0.172,0.346,0.725
GSW,48.056,31.944,0.024,0.054,0.157,0.379,0.864
PHI,36.397,43.603,0.023,0.049,0.098,0.216,0.452
SAC,43.622,36.378,0.02,0.057,0.148,0.31,0.636
LAL,44.129,35.871,0.017,0.037,0.11,0.268,0.682
MIA,40.579,39.421,0.013,0.042,0.112,0.291,0.733
ATL,34.945,45.055,0.005,0.013,0.038,0.118,0.347
DET,34.816,45.184,0.004,0.01,0.027,0.086,0.318
NOP,33.542,46.458,0.002,0.006,0.014,0.029,0.084
LAC,37.686,42.314,0.002,0.004,0.022,0.07,0.247
CHI,33.116,46.884,0.001,0.01,0.034,0.079,0.26
SAS,35.504,44.496,0.001,0.003,0.01,0.041,0.13
BRK,29.726,50.274,0.001,0.003,0.01,0.034,0.128
POR,30.148,49.852,0.0,0.002,0.002,0.006,0.029
CHO,31.349,48.651,0.0,0.0,0.006,0.036,0.168
TOR,26.137,53.863,0.0,0.0,0.001,0.013,0.047
UTA,25.79,54.21,0.0,0.0,0.001,0.004,0.009
WAS,22.186,57.814,0.0,0.0,0.001,0.003,0.009
