team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.204,22.796,0.26,0.408,0.592,0.828,1.0
OKC,57.38,23.62,0.226,0.395,0.57,0.796,0.999
NYK,48.882,32.118,0.076,0.166,0.334,0.592,0.966
DAL,49.568,31.432,0.069,0.15,0.287,0.549,0.928
CLE,52.891,29.109,0.042,0.1,0.264,0.536,0.995
ORL,49.156,31.844,0.04,0.097,0.221,0.523,0.981
MIN,45.298,36.702,0.04,0.089,0.199,0.376,0.722
DEN,46.372,35.628,0.038,0.102,0.225,0.427,0.795
MIL,43.844,37.156,0.032,0.068,0.172,0.402,0.86
MEM,46.915,35.085,0.027,0.059,0.137,0.375,0.811
PHO,45.291,36.709,0.025,0.06,0.143,0.312,0.708
IND,40.232,41.768,0.022,0.048,0.122,0.282,0.673
HOU,46.823,34.177,0.019,0.044,0.133,0.339,0.805
PHI,37.008,44.992,0.019,0.039,0.081,0.176,0.435
MIA,42.431,39.569,0.018,0.048,0.109,0.322,0.775
GSW,45.361,35.639,0.016,0.039,0.117,0.307,0.723
LAL,41.544,40.456,0.013,0.032,0.064,0.159,0.421
SAC,41.033,40.967,0.007,0.02,0.069,0.15,0.386
ATL,38.855,42.145,0.004,0.016,0.057,0.173,0.53
LAC,41.964,40.036,0.002,0.008,0.031,0.121,0.44
SAS,38.869,43.131,0.002,0.002,0.02,0.078,0.233
DET,31.996,50.004,0.002,0.002,0.004,0.022,0.115
CHI,36.391,45.609,0.001,0.006,0.031,0.086,0.356
BRK,32.68,49.32,0.0,0.001,0.006,0.023,0.156
CHO,29.243,52.757,0.0,0.001,0.004,0.014,0.056
TOR,31.269,50.731,0.0,0.0,0.003,0.021,0.102
NOP,29.527,52.473,0.0,0.0,0.003,0.005,0.014
POR,29.957,52.043,0.0,0.0,0.002,0.005,0.014
UTA,24.789,57.211,0.0,0.0,0.0,0.001,0.001
WAS,21.227,60.773,0.0,0.0,0.0,0.0,0.0
