team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.58,24.42,0.24,0.43,0.7,0.86,1.0
OKC,52.46,27.54,0.17,0.34,0.43,0.62,0.97
MIN,44.81,35.19,0.1,0.13,0.24,0.44,0.8
NYK,45.97,34.03,0.09,0.16,0.31,0.5,0.87
DAL,46.39,33.61,0.08,0.17,0.3,0.57,0.83
DEN,44.22,35.78,0.07,0.11,0.19,0.33,0.69
ORL,44.52,35.48,0.04,0.08,0.17,0.36,0.85
MIL,45.55,34.45,0.04,0.07,0.17,0.37,0.84
IND,46.94,33.06,0.03,0.07,0.21,0.53,0.9
PHI,45.43,34.57,0.03,0.07,0.18,0.43,0.87
SAC,42.75,37.25,0.03,0.05,0.16,0.3,0.63
MIA,41.54,38.46,0.02,0.06,0.09,0.27,0.68
GSW,42.54,37.46,0.02,0.05,0.08,0.21,0.56
MEM,42.66,37.34,0.01,0.04,0.16,0.33,0.66
HOU,41.25,38.75,0.01,0.03,0.14,0.31,0.59
LAL,42.69,37.31,0.01,0.02,0.05,0.24,0.62
WAS,27.74,52.26,0.01,0.01,0.01,0.01,0.08
PHO,43.13,36.87,0.0,0.03,0.16,0.32,0.67
CHI,34.76,45.24,0.0,0.02,0.05,0.11,0.31
CLE,43.12,36.88,0.0,0.02,0.04,0.28,0.73
SAS,35.71,44.29,0.0,0.02,0.02,0.06,0.26
ATL,36.26,43.74,0.0,0.01,0.05,0.14,0.42
NOP,40.49,39.51,0.0,0.01,0.03,0.17,0.46
LAC,35.21,44.79,0.0,0.0,0.03,0.09,0.19
CHO,31.12,48.88,0.0,0.0,0.02,0.05,0.15
POR,28.6,51.4,0.0,0.0,0.01,0.01,0.02
TOR,30.77,49.23,0.0,0.0,0.0,0.04,0.14
BRK,27.46,52.54,0.0,0.0,0.0,0.03,0.05
DET,29.81,50.19,0.0,0.0,0.0,0.02,0.11
UTA,30.52,49.48,0.0,0.0,0.0,0.0,0.05
