team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.67,0.226,0.067,0.025,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.239,0.413,0.194,0.08,0.038,0.018,0.01,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.05,0.167,0.259,0.2,0.12,0.091,0.052,0.029,0.014,0.01,0.005,0.001,0.002,0.0,0.0
ORL,0.023,0.082,0.203,0.217,0.168,0.119,0.082,0.053,0.024,0.015,0.005,0.008,0.001,0.0,0.0
MIL,0.007,0.042,0.091,0.137,0.177,0.15,0.137,0.103,0.057,0.051,0.027,0.014,0.005,0.001,0.001
IND,0.006,0.033,0.08,0.132,0.149,0.153,0.135,0.099,0.084,0.062,0.042,0.013,0.008,0.003,0.001
MIA,0.005,0.021,0.066,0.1,0.142,0.168,0.141,0.134,0.082,0.057,0.029,0.027,0.02,0.007,0.001
PHI,0.0,0.006,0.012,0.039,0.052,0.078,0.106,0.118,0.139,0.147,0.131,0.079,0.051,0.034,0.008
ATL,0.0,0.005,0.012,0.023,0.037,0.053,0.083,0.121,0.129,0.109,0.119,0.109,0.091,0.08,0.029
CHO,0.0,0.002,0.003,0.008,0.018,0.03,0.038,0.062,0.095,0.104,0.148,0.145,0.124,0.151,0.072
CHI,0.0,0.001,0.009,0.025,0.042,0.066,0.086,0.101,0.12,0.12,0.111,0.13,0.102,0.068,0.019
DET,0.0,0.001,0.002,0.01,0.025,0.038,0.08,0.079,0.123,0.127,0.138,0.139,0.124,0.083,0.031
BRK,0.0,0.001,0.002,0.004,0.01,0.011,0.019,0.054,0.07,0.09,0.104,0.134,0.17,0.206,0.125
TOR,0.0,0.0,0.0,0.0,0.012,0.023,0.028,0.038,0.054,0.092,0.11,0.142,0.199,0.171,0.131
WAS,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.003,0.007,0.016,0.031,0.059,0.103,0.196,0.582
