team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.807,0.121,0.033,0.019,0.008,0.005,0.002,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0
DAL,0.069,0.257,0.201,0.142,0.112,0.065,0.053,0.043,0.027,0.021,0.006,0.003,0.001,0.0,0.0
MEM,0.049,0.192,0.18,0.133,0.116,0.092,0.067,0.071,0.045,0.024,0.025,0.006,0.0,0.0,0.0
HOU,0.023,0.1,0.143,0.143,0.125,0.104,0.104,0.093,0.059,0.05,0.036,0.017,0.002,0.0,0.001
MIN,0.016,0.087,0.122,0.107,0.111,0.126,0.112,0.089,0.08,0.063,0.054,0.027,0.006,0.0,0.0
DEN,0.015,0.086,0.112,0.12,0.111,0.129,0.1,0.09,0.089,0.07,0.04,0.029,0.006,0.002,0.001
GSW,0.009,0.081,0.077,0.103,0.098,0.107,0.134,0.104,0.095,0.074,0.068,0.037,0.009,0.004,0.0
PHO,0.009,0.035,0.058,0.08,0.089,0.099,0.11,0.102,0.13,0.119,0.09,0.066,0.012,0.001,0.0
SAC,0.003,0.015,0.033,0.05,0.083,0.087,0.083,0.118,0.138,0.15,0.121,0.088,0.021,0.008,0.002
LAL,0.0,0.017,0.014,0.048,0.073,0.079,0.1,0.098,0.113,0.141,0.124,0.117,0.054,0.019,0.003
LAC,0.0,0.009,0.018,0.041,0.04,0.06,0.081,0.111,0.118,0.13,0.18,0.138,0.053,0.016,0.005
SAS,0.0,0.0,0.009,0.014,0.034,0.046,0.047,0.071,0.091,0.12,0.172,0.224,0.112,0.052,0.008
NOP,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.007,0.013,0.035,0.124,0.324,0.287,0.206
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.005,0.019,0.034,0.077,0.233,0.343,0.28
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.006,0.014,0.047,0.167,0.268,0.494
