team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.661,0.227,0.069,0.024,0.009,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.248,0.401,0.189,0.081,0.039,0.02,0.015,0.003,0.003,0.0,0.0,0.001,0.0,0.0,0.0
NYK,0.034,0.14,0.244,0.181,0.161,0.095,0.066,0.038,0.025,0.006,0.003,0.006,0.0,0.001,0.0
IND,0.024,0.08,0.146,0.182,0.162,0.146,0.081,0.074,0.045,0.033,0.016,0.008,0.001,0.0,0.002
ORL,0.02,0.095,0.152,0.176,0.166,0.128,0.104,0.063,0.034,0.036,0.013,0.006,0.004,0.002,0.001
MIL,0.007,0.023,0.088,0.119,0.137,0.138,0.137,0.118,0.084,0.077,0.04,0.021,0.009,0.002,0.0
MIA,0.006,0.023,0.061,0.095,0.111,0.139,0.12,0.122,0.095,0.084,0.064,0.043,0.021,0.015,0.001
PHI,0.0,0.003,0.022,0.041,0.074,0.085,0.123,0.128,0.16,0.131,0.099,0.068,0.041,0.019,0.006
ATL,0.0,0.002,0.013,0.026,0.043,0.062,0.087,0.113,0.134,0.12,0.116,0.107,0.096,0.053,0.028
CHI,0.0,0.002,0.009,0.036,0.044,0.082,0.092,0.106,0.127,0.128,0.122,0.112,0.076,0.043,0.021
DET,0.0,0.002,0.005,0.014,0.016,0.04,0.064,0.096,0.096,0.137,0.13,0.141,0.118,0.094,0.047
BRK,0.0,0.001,0.002,0.017,0.015,0.036,0.047,0.056,0.078,0.077,0.115,0.139,0.151,0.165,0.101
CHO,0.0,0.001,0.0,0.004,0.018,0.019,0.041,0.051,0.077,0.093,0.137,0.166,0.173,0.136,0.084
WAS,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.004,0.015,0.026,0.043,0.069,0.141,0.236,0.457
TOR,0.0,0.0,0.0,0.002,0.002,0.004,0.015,0.028,0.027,0.052,0.102,0.113,0.169,0.234,0.252
