team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.742,0.192,0.048,0.011,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.181,0.442,0.202,0.101,0.05,0.018,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.041,0.177,0.26,0.265,0.105,0.069,0.043,0.025,0.007,0.004,0.004,0.0,0.0,0.0,0.0
ORL,0.031,0.139,0.284,0.248,0.133,0.085,0.04,0.026,0.006,0.005,0.002,0.0,0.001,0.0,0.0
MIL,0.005,0.023,0.091,0.137,0.214,0.155,0.141,0.102,0.065,0.027,0.023,0.011,0.006,0.0,0.0
MIA,0.0,0.016,0.055,0.092,0.186,0.193,0.133,0.124,0.071,0.059,0.038,0.023,0.008,0.002,0.0
IND,0.0,0.005,0.031,0.067,0.109,0.161,0.156,0.129,0.131,0.095,0.064,0.034,0.012,0.006,0.0
ATL,0.0,0.002,0.015,0.038,0.083,0.104,0.164,0.138,0.16,0.107,0.082,0.054,0.039,0.014,0.0
CHI,0.0,0.002,0.008,0.021,0.061,0.088,0.111,0.159,0.139,0.129,0.128,0.074,0.042,0.033,0.005
PHI,0.0,0.001,0.004,0.016,0.035,0.055,0.087,0.136,0.169,0.15,0.133,0.106,0.069,0.032,0.007
BRK,0.0,0.001,0.001,0.003,0.011,0.027,0.045,0.061,0.086,0.131,0.157,0.17,0.159,0.114,0.034
TOR,0.0,0.0,0.001,0.0,0.004,0.017,0.013,0.027,0.058,0.109,0.123,0.165,0.206,0.201,0.076
DET,0.0,0.0,0.0,0.001,0.004,0.019,0.047,0.05,0.072,0.112,0.139,0.181,0.192,0.142,0.041
CHO,0.0,0.0,0.0,0.0,0.001,0.006,0.016,0.023,0.032,0.068,0.099,0.158,0.205,0.303,0.089
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.008,0.024,0.061,0.153,0.748
