team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.788,0.122,0.048,0.016,0.012,0.011,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
DAL,0.06,0.221,0.171,0.133,0.112,0.087,0.058,0.063,0.033,0.025,0.027,0.009,0.001,0.0,0.0
HOU,0.054,0.13,0.135,0.137,0.111,0.095,0.081,0.056,0.07,0.053,0.046,0.022,0.007,0.003,0.0
GSW,0.027,0.125,0.139,0.116,0.124,0.102,0.103,0.07,0.07,0.053,0.038,0.023,0.009,0.001,0.0
DEN,0.026,0.124,0.12,0.123,0.123,0.11,0.091,0.088,0.064,0.059,0.039,0.022,0.008,0.003,0.0
MEM,0.021,0.117,0.135,0.132,0.107,0.1,0.079,0.104,0.051,0.069,0.05,0.025,0.009,0.001,0.0
MIN,0.011,0.029,0.06,0.089,0.077,0.107,0.107,0.112,0.096,0.117,0.092,0.073,0.019,0.009,0.002
PHO,0.006,0.048,0.058,0.083,0.083,0.107,0.104,0.096,0.133,0.091,0.096,0.068,0.023,0.004,0.0
LAL,0.005,0.038,0.062,0.076,0.097,0.101,0.12,0.117,0.108,0.089,0.097,0.055,0.026,0.008,0.001
LAC,0.001,0.025,0.032,0.044,0.056,0.064,0.092,0.12,0.121,0.132,0.118,0.109,0.059,0.022,0.005
SAC,0.001,0.014,0.024,0.032,0.06,0.069,0.082,0.094,0.123,0.133,0.138,0.134,0.069,0.023,0.004
SAS,0.0,0.007,0.016,0.016,0.036,0.043,0.069,0.058,0.099,0.115,0.139,0.202,0.128,0.06,0.012
POR,0.0,0.0,0.0,0.003,0.002,0.002,0.008,0.013,0.022,0.033,0.048,0.119,0.259,0.286,0.205
NOP,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.009,0.024,0.053,0.097,0.255,0.342,0.208
UTA,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.001,0.006,0.019,0.042,0.128,0.238,0.563
