team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.634,0.239,0.085,0.027,0.008,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.28,0.401,0.173,0.081,0.04,0.016,0.006,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0
NYK,0.041,0.119,0.229,0.202,0.139,0.095,0.075,0.041,0.028,0.015,0.003,0.005,0.005,0.003,0.0
ORL,0.027,0.122,0.211,0.188,0.16,0.122,0.077,0.039,0.032,0.013,0.003,0.005,0.001,0.0,0.0
IND,0.008,0.036,0.077,0.124,0.167,0.16,0.131,0.101,0.074,0.055,0.028,0.016,0.014,0.009,0.0
MIL,0.005,0.042,0.104,0.141,0.163,0.15,0.135,0.085,0.078,0.049,0.027,0.011,0.004,0.005,0.001
MIA,0.005,0.028,0.088,0.124,0.159,0.15,0.139,0.109,0.071,0.046,0.041,0.018,0.015,0.006,0.001
ATL,0.0,0.004,0.008,0.031,0.04,0.051,0.074,0.104,0.115,0.129,0.125,0.115,0.094,0.087,0.023
PHI,0.0,0.004,0.005,0.023,0.041,0.061,0.091,0.131,0.143,0.13,0.134,0.106,0.068,0.056,0.007
CHI,0.0,0.002,0.006,0.024,0.031,0.07,0.094,0.108,0.124,0.1,0.126,0.124,0.08,0.076,0.035
BRK,0.0,0.001,0.006,0.011,0.014,0.039,0.046,0.078,0.084,0.107,0.13,0.134,0.128,0.149,0.073
DET,0.0,0.001,0.004,0.012,0.016,0.038,0.055,0.083,0.097,0.144,0.15,0.124,0.139,0.093,0.044
CHO,0.0,0.001,0.004,0.009,0.017,0.034,0.045,0.071,0.083,0.118,0.106,0.145,0.161,0.133,0.073
TOR,0.0,0.0,0.0,0.003,0.005,0.008,0.027,0.036,0.061,0.068,0.105,0.133,0.192,0.192,0.17
WAS,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.012,0.01,0.025,0.022,0.064,0.099,0.191,0.573
