team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.795,0.137,0.043,0.014,0.005,0.003,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
BOS,0.729,0.198,0.05,0.015,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.201,0.443,0.191,0.098,0.036,0.022,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,0.084,0.253,0.212,0.131,0.108,0.067,0.047,0.037,0.031,0.015,0.01,0.004,0.001,0.0,0.0
MEM,0.053,0.17,0.174,0.137,0.123,0.101,0.068,0.061,0.053,0.037,0.013,0.01,0.0,0.0,0.0
NYK,0.046,0.157,0.266,0.213,0.135,0.087,0.052,0.026,0.011,0.004,0.002,0.001,0.0,0.0,0.0
MIN,0.024,0.072,0.101,0.109,0.116,0.113,0.12,0.086,0.097,0.049,0.06,0.042,0.011,0.0,0.0
HOU,0.02,0.114,0.14,0.161,0.108,0.111,0.104,0.082,0.064,0.051,0.025,0.013,0.005,0.002,0.0
ORL,0.019,0.112,0.244,0.234,0.167,0.106,0.064,0.022,0.019,0.012,0.001,0.0,0.0,0.0,0.0
DEN,0.009,0.083,0.103,0.116,0.121,0.115,0.105,0.095,0.084,0.083,0.037,0.04,0.006,0.002,0.001
GSW,0.007,0.072,0.089,0.111,0.114,0.114,0.101,0.11,0.091,0.085,0.06,0.036,0.007,0.003,0.0
PHO,0.005,0.035,0.053,0.058,0.09,0.108,0.118,0.106,0.127,0.109,0.109,0.056,0.02,0.005,0.001
MIL,0.003,0.037,0.099,0.166,0.185,0.186,0.132,0.075,0.057,0.032,0.014,0.006,0.006,0.002,0.0
MIA,0.002,0.038,0.096,0.127,0.174,0.177,0.126,0.109,0.071,0.033,0.029,0.015,0.001,0.002,0.0
LAL,0.001,0.025,0.021,0.048,0.075,0.082,0.092,0.125,0.105,0.141,0.147,0.087,0.043,0.006,0.002
SAC,0.001,0.021,0.03,0.053,0.062,0.089,0.105,0.113,0.127,0.142,0.113,0.107,0.032,0.005,0.0
LAC,0.001,0.015,0.031,0.048,0.054,0.066,0.09,0.121,0.103,0.154,0.148,0.112,0.041,0.014,0.002
IND,0.0,0.006,0.025,0.058,0.11,0.139,0.174,0.161,0.101,0.106,0.057,0.043,0.018,0.002,0.0
PHI,0.0,0.006,0.009,0.024,0.069,0.094,0.116,0.128,0.151,0.142,0.127,0.07,0.045,0.019,0.0
ATL,0.0,0.003,0.014,0.039,0.057,0.105,0.125,0.149,0.154,0.113,0.1,0.073,0.043,0.025,0.0
SAS,0.0,0.003,0.003,0.014,0.024,0.029,0.045,0.06,0.095,0.107,0.178,0.248,0.129,0.054,0.011
CHI,0.0,0.0,0.003,0.018,0.032,0.034,0.087,0.117,0.144,0.165,0.146,0.108,0.083,0.055,0.008
BRK,0.0,0.0,0.002,0.004,0.016,0.015,0.034,0.06,0.088,0.105,0.145,0.162,0.163,0.165,0.041
DET,0.0,0.0,0.001,0.004,0.01,0.021,0.05,0.093,0.112,0.141,0.157,0.17,0.145,0.077,0.019
TOR,0.0,0.0,0.0,0.0,0.002,0.007,0.015,0.03,0.047,0.081,0.108,0.18,0.214,0.237,0.079
CHO,0.0,0.0,0.0,0.0,0.001,0.006,0.016,0.029,0.044,0.065,0.104,0.147,0.227,0.253,0.108
NOP,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.011,0.012,0.047,0.121,0.316,0.325,0.164
UTA,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.003,0.013,0.036,0.168,0.254,0.523
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.011,0.011,0.04,0.088,0.221,0.33,0.296
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.01,0.025,0.055,0.163,0.745
