team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.42,0.212,0.107,0.08,0.055,0.041,0.026,0.02,0.011,0.014,0.006,0.004,0.002,0.002,0.0
DAL,0.137,0.174,0.124,0.108,0.094,0.093,0.079,0.047,0.038,0.03,0.036,0.017,0.015,0.005,0.003
MIN,0.118,0.114,0.115,0.106,0.114,0.082,0.084,0.069,0.056,0.046,0.037,0.03,0.019,0.007,0.003
DEN,0.064,0.081,0.094,0.087,0.096,0.106,0.079,0.103,0.076,0.062,0.062,0.053,0.027,0.009,0.001
PHO,0.055,0.076,0.097,0.091,0.09,0.091,0.094,0.093,0.077,0.084,0.047,0.044,0.036,0.021,0.004
GSW,0.046,0.06,0.072,0.082,0.085,0.078,0.081,0.079,0.094,0.078,0.087,0.068,0.044,0.04,0.006
SAC,0.044,0.087,0.114,0.109,0.091,0.095,0.101,0.071,0.08,0.062,0.056,0.035,0.035,0.014,0.006
MEM,0.031,0.056,0.073,0.089,0.094,0.089,0.098,0.101,0.094,0.072,0.076,0.054,0.036,0.032,0.005
LAL,0.03,0.048,0.064,0.073,0.09,0.09,0.071,0.091,0.103,0.09,0.071,0.076,0.063,0.027,0.013
HOU,0.02,0.043,0.05,0.07,0.059,0.074,0.07,0.096,0.096,0.08,0.095,0.089,0.081,0.055,0.022
NOP,0.02,0.034,0.051,0.047,0.054,0.073,0.081,0.086,0.095,0.13,0.097,0.097,0.071,0.043,0.021
SAS,0.007,0.006,0.017,0.029,0.04,0.044,0.059,0.059,0.076,0.095,0.101,0.129,0.115,0.128,0.095
LAC,0.006,0.007,0.017,0.021,0.026,0.027,0.047,0.049,0.057,0.089,0.108,0.115,0.174,0.15,0.107
UTA,0.001,0.002,0.005,0.004,0.005,0.012,0.019,0.024,0.029,0.031,0.068,0.111,0.156,0.263,0.27
POR,0.001,0.0,0.0,0.004,0.007,0.005,0.011,0.012,0.018,0.037,0.053,0.078,0.126,0.204,0.444
